region,district,municipality,origin,alert_date,alert_hour,village_area,vegetation_area,farming_area,village_veget_area,total_area,intentional_cause,alert_day,alert_month,max_temperature,precipitation,min_temperature,avg_temperature,lat,lon
Beira Interior,Castelo Branco,Fundão,firepit,2014-08-18,15:12:00,0,0.0753,0,0.0753,0.0753,1,18,August,34.2,0,14.6,27.1,40.1438888888889,-7.47694444444444
Beira Interior,Guarda,Seia,agriculture,2014-08-18,20:45:00,0,0,0.0016,0,0.0016,1,18,August,27.5,0,14.6,19.6,40.5222222222222,-7.90555555555556
Beira Litoral,Viseu,Armamar,firepit,2014-07-02,18:48:00,0.1,0,0,0.1,0.1,0,2,July,21.3,3.8,12.3,16.1,41.05,-7.61666666666667
Tras-dos-Montes,Vila Real,Valpaços,fire,2014-07-07,13:00:00,0,1.5,0,1.5,1.5,0,7,July,23.7,0,10.4,17.1,41.7255555555556,-7.30611111111111
Alentejo,Beja,Beja,agriculture,2014-08-16,18:20:00,0,0,0.0894,0,0.0894,1,16,August,36.2,0,15,25.7,38.0722222222222,-7.92777777777778
Tras-dos-Montes,Bragança,Macedo de Cavaleiros,firepit,2014-07-09,16:25:00,0,0.0034,0,0.0034,0.0034,0,9,July,26,0,10.5,18.5,41.5333333333333,-6.9
Entre Douro e Minho,Braga,Fafe,agriculture,2014-08-17,05:38:00,0,0,0.03,0,0.03,0,17,August,31.4,0,13.9,21.8,41.4166666666667,-8.13333333333333
Entre Douro e Minho,Porto,Amarante,fire,2014-03-08,20:15:00,0,59.3,0,59.3,59.3,0,8,March,20.9,0,3.5,11.8,41.2944444444444,-7.92027777777778
Tras-dos-Montes,Vila Real,Montalegre,fire,2014-03-08,20:53:00,0,1,0,1,1,0,8,March,25.5,0,3.5,11.8,41.7919444444444,-7.72222222222222
Beira Litoral,Coimbra,Oliveira do Hospital,firepit,2014-03-08,14:50:00,0,0.001,0,0.001,0.001,0,8,March,23.2,0,11.9,17.5,40.3213888888889,-7.96055555555556
Tras-dos-Montes,Bragança,Mirandela,firepit,2014-08-02,06:55:00,0,0.1,0.1,0.1,0.2,0,2,August,22.5,8.2,13.8,16.7,41.6166666666667,-7.15
Algarve,Faro,Castro Marim,firepit,2014-03-07,17:15:00,0,0.045,0,0.045,0.045,0,7,March,23.4,0,7.9,16.8,37.3311111111111,-7.48305555555556
Tras-dos-Montes,Vila Real,Montalegre,fire,2014-03-09,18:10:00,0.2,0.8,0,1,1,0,9,March,23.6,0,4,15.8,41.7213888888889,-7.91972222222222
Ribatejo e Oeste,Lisboa,Torres Vedras,fire,2014-03-08,17:35:00,3,0,0,3,3,0,8,March,20.6,0,11.9,17.5,39.1088888888889,-9.30694444444444
Entre Douro e Minho,Porto,Baião,firepit,2014-03-10,11:10:00,0,0.54,0,0.54,0.54,0,10,March,23,0,4.1,15.4,41.1497222222222,-7.91666666666667
Ribatejo e Oeste,Setubal,Setubal,firepit,2014-03-10,15:02:00,0,0.0355,0,0.0355,0.0355,0,10,March,20,0,10.4,11.6,38.545,-9.02444444444444
Beira Litoral,Aveiro,Santa Maria da Feira,firepit,2014-08-20,13:21:00,0,0.034,0,0.034,0.034,0,20,August,26.5,0,16,19.1,40.9,-8.54166666666667
Ribatejo e Oeste,Santarém,Rio Maior,firepit,2014-03-08,14:36:00,0,0.0916,0,0.0916,0.0916,0,8,March,20.6,0,11.9,17.5,39.2561111111111,-8.89416666666667
Beira Litoral,Aveiro,Aveiro,firepit,2014-03-10,15:05:00,0.0439,0,0,0.0439,0.0439,1,10,March,23,0,11.6,15.4,40.5769444444444,-8.57
Entre Douro e Minho,Viana do Castelo,Caminha,firepit,2014-03-10,13:17:00,0,0.01,0,0.01,0.01,0,10,March,26.1,0,11.6,17.7,41.8077777777778,-8.82388888888889
Beira Litoral,Viseu,Sernancelhe,firepit,2014-08-20,19:51:00,0,0.663,0,0.663,0.663,0,20,August,28.2,0,11,20,40.9652777777778,-7.52027777777778
Tras-dos-Montes,Bragança,Vinhais,firepit,2014-08-21,02:18:00,0,0.023,0,0.023,0.023,1,21,August,27.7,0,12.4,19.8,41.8166666666667,-7
Tras-dos-Montes,Vila Real,Valpaços,agriculture,2014-08-21,12:25:00,0,0,0.01,0,0.01,0,21,August,27.7,0,12.4,19.8,41.5619444444444,-7.42527777777778
Entre Douro e Minho,Braga,Braga,firepit,2014-08-21,14:38:00,0.7,0,0,0.7,0.7,0,21,August,23.9,0,13.8,18.2,41.5436111111111,-8.43361111111111
Tras-dos-Montes,Vila Real,Mondim de Basto,firepit,2014-08-23,03:03:00,0,0.001,0,0.001,0.001,0,23,August,30.1,0,11.3,20.2,41.4,-7.93333333333333
Alentejo,Beja,Mértola,firepit,2014-08-23,13:16:00,0.3,0,0,0.3,0.3,0,23,August,32,0,12.9,21.9,37.8833333333333,-7.85555555555556
Beira Litoral,Viseu,Viseu,firepit,2014-04-07,16:16:00,0,0.15,0,0.15,0.15,0,7,April,20.4,0,9.5,14.3,40.6908333333333,-7.78722222222222
Beira Litoral,Aveiro,Albergaria-a-Velha,agric_burn,2014-04-10,08:52:00,0,0.02,0,0.02,0.02,0,10,April,23.8,0,12.9,16.4,40.7413888888889,-8.45222222222222
Entre Douro e Minho,Viana do Castelo,Monção,fire,2014-04-10,17:17:00,1,0,0,1,1,0,10,April,27,0,12.9,18.6,42.0766666666667,-8.45138888888889
Tras-dos-Montes,Vila Real,Vila Pouca de Aguiar,fire,2014-04-12,23:09:00,0,1,0,1,1,0,12,April,22.2,0,11.3,14.9,41.4683333333333,-7.57333333333333
Entre Douro e Minho,Porto,Lousada,firepit,2014-07-12,16:30:00,0,0.01,0,0.01,0.01,1,12,July,28.7,0,13.3,18.2,41.25,-8.21666666666667
Beira Litoral,Viseu,Tondela,firepit,2014-04-12,15:25:00,0,1e-04,0,1e-04,1e-04,0,12,April,22.9,0,11.4,15.5,40.5458333333333,-8.06972222222222
Tras-dos-Montes,Vila Real,Ribeira de Pena,fire,2014-04-12,20:00:00,0,1.5,0,1.5,1.5,0,12,April,23.9,0,11.3,14.9,41.4994444444444,-7.83027777777778
Beira Litoral,Aveiro,Anadia,firepit,2014-04-13,13:01:00,0,0.002,0,0.002,0.002,1,13,April,25.2,0,11.3,16.7,40.4861111111111,-8.39472222222222
Tras-dos-Montes,Vila Real,Alijó,firepit,2014-04-13,17:24:00,0.8,0,0,0.8,0.8,0,13,April,23.1,0,9.1,15.9,41.2497222222222,-7.4325
Alentejo,Évora,Arraiolos,agriculture,2014-07-23,12:57:00,0,0,0.6387,0,0.6387,0,23,July,31.7,0,14.6,22.3,38.7455555555556,-7.91694444444444
Alentejo,Beja,Moura,agriculture,2014-07-23,13:22:00,0,0,0.00149,0,0.00149,0,23,July,31.7,0,14.6,22.3,38.3,-7.52777777777778
Tras-dos-Montes,Vila Real,Alijó,fire,2014-07-23,15:22:00,0.3,4.5,0,4.8,4.8,1,23,July,33.3,0,17.4,24.8,41.325,-7.56138888888889
Beira Litoral,Viseu,Moimenta da Beira,firepit,2014-07-24,16:18:00,0,0.006,0,0.006,0.006,0,24,July,32.5,0,16.4,24,41.0333333333333,-7.61666666666667
Beira Litoral,Viseu,Penedono,firepit,2014-08-30,05:31:00,0,0.37,0,0.37,0.37,0,30,August,30.6,0,15.3,22.4,41.0333333333333,-7.43333333333333
Ribatejo e Oeste,Setubal,Setubal,firepit,2014-07-26,18:35:00,0,0.7805,0,0.7805,0.7805,0,26,July,26.4,0,18.3,20.2,38.5333333333333,-8.85
Beira Interior,Guarda,Guarda,firepit,2014-08-30,10:53:00,0,0.0225,0,0.0225,0.0225,0,30,August,33.3,0,18.4,25.4,40.6722222222222,-7.47777777777778
Beira Interior,Castelo Branco,Proença-a-Nova,firepit,2014-08-30,11:56:00,0,0.0303,0,0.0303,0.0303,0,30,August,33.3,0,18.4,25.4,39.6666666666667,-7.85
Beira Litoral,Viseu,Cinfães,firepit,2014-05-18,06:13:00,0.1,0,0,0.1,0.1,1,18,May,26.7,0,10.7,18.4,41.0666666666667,-8.18333333333333
Entre Douro e Minho,Braga,Terras de Bouro,fire,2014-08-21,23:06:00,1,0.8,0,1.8,1.8,0,21,August,23.9,0,13.8,18.2,41.7166666666667,-8.27277777777778
Alentejo,Beja,Aljustrel,agriculture,2014-08-22,12:58:00,0,0,0.4209,0,0.4209,0,22,August,29.8,0,12.5,21.5,38.2,-8.39444444444444
Tras-dos-Montes,Bragança,Mirandela,firepit,2014-08-23,07:28:00,0,0.005,0,0.005,0.005,1,23,August,28.6,0,11.3,20.2,41.6166666666667,-7.11666666666667
Ribatejo e Oeste,Lisboa,Sintra,firepit,2014-05-26,14:16:00,0,0.09641,0,0.09641,0.09641,0,26,May,19.5,0,11.2,14.4,38.8166666666667,-9.45
Entre Douro e Minho,Viana do Castelo,Ponte de Lima,fire,2014-05-30,18:15:00,2.5,0,0,2.5,2.5,0,30,May,19.9,0,9.7,14.7,41.8594444444444,-8.56194444444444
Beira Litoral,Viseu,São João da Pesqueira,firepit,2014-08-23,19:23:00,0,0.11,0,0.11,0.11,0,23,August,28.6,0,12.6,20.2,41.0833333333333,-7.36666666666667
Ribatejo e Oeste,Setubal,Almada,firepit,2014-09-01,14:14:00,0,0.0159,0,0.0159,0.0159,0,1,September,31.6,0,18.6,23,38.6166666666667,-9.2
Beira Interior,Castelo Branco,Castelo Branco,firepit,2014-09-02,08:12:00,0,0.0429,0,0.0429,0.0429,1,2,September,34.7,0,16.5,27.4,39.8166666666667,-7.46666666666667
Beira Interior,Guarda,Sabugal,agriculture,2014-06-16,16:21:00,0,0.03,0.033,0.03,0.063,0,16,June,30.6,0,16.1,23.3,40.37,-7.11138888888889
Ribatejo e Oeste,Setubal,Santiago do Cacém,agriculture,2014-08-13,13:43:00,0,0,0.808,0,0.808,0,13,August,28.8,0,16.7,23.5,37.95,-8.38333333333333
Ribatejo e Oeste,Santarém,Alcanena,agriculture,2014-08-10,15:42:00,0,0,0.1711,0,0.1711,1,10,August,27.7,0,18.3,21.7,39.4166666666667,-8.68333333333333
Ribatejo e Oeste,Santarém,Ourém,firepit,2014-08-10,15:41:00,0,0.3285,0,0.3285,0.3285,1,10,August,27.7,0,18.3,21.7,39.795,-8.53027777777778
Algarve,Faro,Faro,agriculture,2014-08-11,20:31:00,0,0,0.038,0,0.038,0,11,August,32.5,0,19.9,23.6,37.2388888888889,-7.99444444444444
Alentejo,Beja,Beja,agriculture,2014-08-11,17:55:00,0,0,48.004,0,48.004,1,11,August,31.5,0,17,23.7,37.95,-8.16666666666667
Beira Litoral,Viseu,São João da Pesqueira,firepit,2014-09-04,11:46:00,0,0.08,0,0.08,0.08,1,4,September,28.1,0,12.5,20.4,41.1833333333333,-7.43333333333333
Beira Litoral,Viseu,Lamego,firepit,2014-09-04,12:40:00,0,0.5,0,0.5,0.5,0,4,September,27.5,0,12.5,20.6,41.0833333333333,-7.83333333333333
Tras-dos-Montes,Vila Real,Montalegre,firepit,2014-08-31,23:20:00,0,0.1,0,0.1,0.1,0,31,August,36,0,14.2,23.1,41.9722222222222,-7.87777777777778
Ribatejo e Oeste,Santarém,Abrantes,agriculture,2014-08-30,14:01:00,0,0,0.0709,0,0.0709,1,30,August,33.3,0,18.4,25.4,39.45,-8.18333333333333
Tras-dos-Montes,Bragança,Vila FLor,firepit,2014-08-30,22:21:00,0,0.01,0,0.01,0.01,1,30,August,30.6,0,15.3,22.4,41.3166666666667,-7.23333333333333
Ribatejo e Oeste,Santarém,Tomar,agriculture,2014-08-31,20:37:00,0,0,0.0069,0,0.0069,1,31,August,30.9,0,17.3,21.6,39.5833333333333,-8.4
Tras-dos-Montes,Bragança,Torre de Moncorvo,firepit,2014-08-13,21:10:00,0,0.01,0,0.01,0.01,1,13,August,24.9,0,9,17.1,41.1666666666667,-7.05
Tras-dos-Montes,Bragança,Vila FLor,fire,2014-07-28,21:25:00,0.1,1.2,0,1.3,1.3,1,28,July,31.4,0,18,23.6,41.3166666666667,-7.23333333333333
Beira Litoral,Viseu,Viseu,firepit,2014-07-29,02:36:00,0,0.001,0,0.001,0.001,1,29,July,33.2,0,15.7,23.5,40.7166666666667,-7.98333333333333
Tras-dos-Montes,Vila Real,Alijó,firepit,2014-07-29,21:48:00,0,0.01,0,0.01,0.01,1,29,July,27.9,0,13.6,20.8,41.2166666666667,-7.53333333333333
Ribatejo e Oeste,Setubal,Montijo,agriculture,2014-07-29,22:15:00,0,0,0.015,0,0.015,1,29,July,29.4,0,18,22.6,38.7,-8.96666666666667
Ribatejo e Oeste,Santarém,Coruche,agriculture,2014-09-05,18:59:00,0,0,0.1314,0,0.1314,0,5,September,27.5,0,18.3,20.4,39.05,-8.48333333333333
Alentejo,Beja,Serpa,agriculture,2014-09-07,20:00:00,0,0,0.1,0,0.1,0,7,September,30.1,0.8,18.7,23.9,38.1833333333333,-7.71111111111111
Alentejo,Beja,Mértola,fire,2014-09-08,17:28:00,2.3,0,0,2.3,2.3,1,8,September,25.6,0.3,21,23.5,37.7055555555556,-7.75
Entre Douro e Minho,Porto,Amarante,firepit,2014-09-01,15:52:00,0,0.05,0,0.05,0.05,0,1,September,32.6,0,18.2,24.5,41.3,-8.1
Beira Litoral,Viseu,Resende,firepit,2014-09-05,22:31:00,0,0.04,0,0.04,0.04,1,5,September,28,0,15.2,20.4,41.1166666666667,-7.86666666666667
Tras-dos-Montes,Bragança,Torre de Moncorvo,firepit,2014-06-15,19:35:00,0,0.001,0,0.001,0.001,0,15,June,27.7,0,11.4,20.1,41.1333333333333,-7.1
Ribatejo e Oeste,Setubal,Santiago do Cacém,firepit,2014-08-08,08:23:00,0.014,0,0,0.014,0.014,0,8,August,31.5,0,18,24.6,37.9333333333333,-8.65
Beira Interior,Guarda,Mêda,fire,2014-09-01,21:31:00,0.1,0.9,0,1,1,1,1,September,34.2,0,16.7,25.6,41.1172222222222,-7.30111111111111
Beira Litoral,Leiria,Leiria,agriculture,2014-09-02,09:25:00,0,0,0.002,0,0.002,0,2,September,30.3,0,16.5,21.1,39.7733333333333,-8.82472222222222
Algarve,Faro,Lagoa,agriculture,2014-09-14,14:34:00,0,0,0.7617,0,0.7617,0,14,September,25.7,0,16.5,22.1,37.3666666666667,-8.69444444444444
Ribatejo e Oeste,Santarém,Salvaterra de Magos,agriculture,2014-08-31,18:57:00,0,0,0.1627,0,0.1627,0,31,August,27.4,0,17.3,20.3,39.0166666666667,-8.7
Beira Litoral,Coimbra,Figueira da Foz,firepit,2014-08-31,20:00:00,0.015,0,0,0.015,0.015,1,31,August,30.9,0,17.3,21.6,40.0569444444444,-8.81972222222222
Beira Interior,Castelo Branco,Oleiros,firepit,2014-08-05,10:08:00,0.1,0,0,0.1,0.1,0,5,August,33.6,0,15.6,23.7,39.9166666666667,-7.83333333333333
Ribatejo e Oeste,Santarém,Torres Novas,firepit,2014-08-06,18:37:00,0,0.0667,0,0.0667,0.0667,1,6,August,28.1,0,16.9,20.7,39.5583333333333,-8.48777777777778
Ribatejo e Oeste,Santarém,Torres Novas,firepit,2014-07-21,00:34:00,0,0.663,0,0.663,0.663,1,21,July,28.2,0,14.4,20,39.45,-8.53333333333333
Tras-dos-Montes,Bragança,Torre de Moncorvo,firepit,2014-09-09,17:42:00,0,0.81,0,0.81,0.81,0,9,September,28.5,0,13.1,20,41.1333333333333,-7.08333333333333
Beira Interior,Castelo Branco,Idanha-a-Nova,agriculture,2014-07-17,11:45:00,0,0,0.1763,0,0.1763,0,17,July,34.2,0,16.7,25.8,40.0666666666667,-7.26666666666667
Alentejo,Évora,Évora,agriculture,2014-08-25,15:17:00,0,0,0.001,0,0.001,0,25,August,35.6,0,12.6,24.4,38.6,-7.86666666666667
Tras-dos-Montes,Bragança,Mogadouro,firepit,2014-08-28,14:46:00,0,0.0119,0,0.0119,0.0119,0,28,August,28.5,0,15.6,21.3,41.2833333333333,-6.8
Beira Litoral,Coimbra,Oliveira do Hospital,firepit,2014-08-26,16:50:00,0,0.002,0,0.002,0.002,0,26,August,27.6,0,18.3,22,40.3441666666667,-7.84555555555556
Ribatejo e Oeste,Santarém,Abrantes,agriculture,2014-08-26,23:59:00,0,0,0.0012,0,0.0012,1,26,August,27.6,0,18.5,24.4,39.45,-8.21666666666667
Ribatejo e Oeste,Santarém,Entroncamento,firepit,2014-08-27,20:54:00,0,0.008,0,0.008,0.008,1,27,August,29.9,0,17.8,21.9,39.4666666666667,-8.48333333333333
Beira Interior,Guarda,Mêda,firepit,2014-08-28,00:31:00,0,0.5,0,0.5,0.5,1,28,August,33.5,0,16.8,23.9,40.855,-7.43833333333333
Ribatejo e Oeste,Setubal,Seixal,firepit,2014-08-17,17:53:00,0,0.006,0,0.006,0.006,0,17,August,29.6,0,19.4,23.1,38.6,-9.06666666666667
Beira Litoral,Coimbra,Góis,firepit,2014-08-18,09:13:00,0,0.01,0,0.01,0.01,1,18,August,27.5,0,14.6,19.6,39.9988888888889,-8.13583333333333
Beira Litoral,Leiria,Leiria,agriculture,2014-11-03,10:59:00,0,0,0.004,0,0.004,0,3,November,16.8,15,11.5,14.3,39.7308333333333,-8.75194444444444
Beira Interior,Guarda,Gouveia,firepit,2014-07-15,13:14:00,0,0.3,0,0.3,0.3,1,15,July,35.8,0,18.5,27.4,40.4675,-7.59777777777778
Beira Litoral,Viseu,Mangualde,firepit,2014-07-15,13:30:00,0,1e-04,0,1e-04,1e-04,0,15,July,26.4,0,14.9,19.4,40.5833333333333,-7.71666666666667
Entre Douro e Minho,Viana do Castelo,Ponte da Barca,fire,2014-08-24,18:51:00,0.85,0.6,0,1.45,1.45,1,24,August,23.5,0,13.1,17.6,41.7833333333333,-8.35
Tras-dos-Montes,Vila Real,Montalegre,fire,2014-08-24,20:58:00,0.1,0.9,0,1,1,0,24,August,31.4,0,10.3,21.3,41.9527777777778,-7.69166666666667
Entre Douro e Minho,Viana do Castelo,Ponte de Lima,firepit,2014-08-20,21:23:00,0,0.002,0,0.002,0.002,1,20,August,25.3,0,13.3,18.2,41.7833333333333,-8.58333333333333
Tras-dos-Montes,Bragança,Torre de Moncorvo,firepit,2014-08-20,23:07:00,0,0.5,0,0.5,0.5,0,20,August,28.2,0,11,20,41.1333333333333,-7.1
Entre Douro e Minho,Viana do Castelo,Ponte de Lima,firepit,2014-10-04,20:30:00,0.02,0.03,0,0.05,0.05,0,4,October,22,0,12.3,16.7,41.75,-8.5
Ribatejo e Oeste,Santarém,Sardoal,fire,2014-08-03,15:44:00,5.0053,0,0,5.0053,5.0053,1,3,August,28.8,2.3,16.4,21.1,39.55,-8.15
Beira Interior,Castelo Branco,Castelo Branco,agriculture,2014-09-09,13:05:00,0,0,0.068,0,0.068,0,9,September,29.8,0,17.2,23.1,40.0377777777778,-7.55972222222222
Beira Litoral,Viseu,Lamego,firepit,2014-09-10,22:03:00,0,0.01,0,0.01,0.01,1,10,September,24.5,0,16.7,20.4,41.0833333333333,-7.8
Beira Interior,Guarda,Almeida,firepit,2014-10-19,17:45:00,0,0.2,0,0.2,0.2,0,19,October,26.7,0,15.3,20.3,40.7,-7.13333333333333
Ribatejo e Oeste,Santarém,Tomar,agriculture,2014-08-19,12:58:00,0,0,0.002,0,0.002,1,19,August,25.9,0,15.2,18.6,39.5813888888889,-8.47416666666667
Alentejo,Portalegre,Elvas,agriculture,2014-10-23,17:47:00,0,0,0.2258,0,0.2258,0,23,October,27.5,0,11,18.8,38.8333333333333,-7.35
Beira Litoral,Viseu,Tondela,firepit,2014-09-12,21:30:00,0.1,0,0,0.1,0.1,0,12,September,26.8,4.1,15.5,20.9,40.5166666666667,-8.03333333333333
Tras-dos-Montes,Bragança,Alfândega da Fé,fire,2014-08-19,13:03:00,0,1,0,1,1,0,19,August,30.1,0,12.6,20.8,41.35,-6.95
Beira Litoral,Aveiro,Oliveira do Bairro,agriculture,2014-08-19,13:17:00,0,0,0.015,0,0.015,1,19,August,25.9,0,15.2,18.6,40.7222222222222,-8.61666666666667
Ribatejo e Oeste,Lisboa,Mafra,agric_burn,2014-08-19,18:47:00,0,0.05,0,0.05,0.05,0,19,August,27.2,0,16.6,19.1,39.0166666666667,-9.4
Beira Interior,Guarda,Almeida,fire,2014-10-24,16:31:00,0,1.2,0,1.2,1.2,0,24,October,27.3,0,16.4,21,40.5916666666667,-7.2
Tras-dos-Montes,Bragança,Macedo de Cavaleiros,firepit,2014-10-26,17:13:00,0,0.0111,0,0.0111,0.0111,0,26,October,24.5,0,10.9,17,41.5333333333333,-6.95
Entre Douro e Minho,Viana do Castelo,Ponte da Barca,fire,2014-10-30,14:37:00,0,1,0,1,1,0,30,October,26.1,0,13.9,18.6,41.7977777777778,-8.36583333333333
Beira Litoral,Coimbra,Coimbra,agriculture,2014-10-23,01:10:00,0,0,0.001,0,0.001,1,23,October,25.7,0,15.2,21.5,40.2666666666667,-8.4
Beira Interior,Guarda,Gouveia,fire,2014-10-27,13:38:00,1,0.5,0,1.5,1.5,1,27,October,25.3,0,13.3,18.7,40.6861111111111,-7.76666666666667
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,fire,2014-10-27,18:18:00,1.5,3.4,0,4.9,4.9,1,27,October,24.8,0.1,13.5,17.9,41.8575,-8.42972222222222
Tras-dos-Montes,Vila Real,Chaves,firepit,2014-08-30,03:48:00,0,0.1,0,0.1,0.1,1,30,August,30.6,0,15.3,22.4,41.7366666666667,-7.26361111111111
Beira Litoral,Aveiro,Albergaria-a-Velha,firepit,2014-08-01,13:06:00,0.01,0,0,0.01,0.01,0,1,August,23.7,23,15.2,18.2,40.6833333333333,-8.46666666666667
Tras-dos-Montes,Bragança,Torre de Moncorvo,firepit,2014-08-01,13:58:00,0,0.78,0,0.78,0.78,0,1,August,27.1,0,16.6,20.4,41.1666666666667,-7.06666666666667
Ribatejo e Oeste,Santarém,Santarém,agriculture,2014-08-02,12:44:00,0,0,0.003,0,0.003,0,2,August,24.6,0,18.4,19.1,39.3433333333333,-8.82166666666667
Beira Litoral,Viseu,São Pedro do Sul,firepit,2014-09-02,13:57:00,0,0.03,0,0.03,0.03,0,2,September,30.3,0,16.5,21.1,40.85,-8.03333333333333
Entre Douro e Minho,Porto,Marco de Canaveses,fire,2014-09-02,15:53:00,1.5,3.5,0,5,5,0,2,September,30.3,0,16.5,21.1,41.1,-8.2
Beira Interior,Guarda,Almeida,agric_burn,2014-08-04,07:57:00,0,0,0.002,0,0.002,0,4,August,29.9,0,12.9,19.6,40.7972222222222,-6.91555555555556
Tras-dos-Montes,Bragança,Freixo de Espada Ã  Cinta,fire,2014-09-02,23:06:00,0,17.5,0,17.5,17.5,0,2,September,35.8,1.3,19.5,26.8,41.05,-6.83333333333333
Beira Interior,Guarda,Gouveia,agriculture,2014-09-02,23:30:00,0,0,0.01,0,0.01,0,2,September,34.7,0,16.5,27.4,40.4861111111111,-7.65
Beira Litoral,Viseu,Lamego,firepit,2014-08-14,21:37:00,0,0.02,0,0.02,0.02,0,14,August,26.5,0,9.2,19.2,41.0666666666667,-7.85
Ribatejo e Oeste,Santarém,Torres Novas,firepit,2014-10-01,16:00:00,0,0.0146,0,0.0146,0.0146,1,1,October,28.1,0,15.3,21,39.5755555555556,-8.65222222222222
Tras-dos-Montes,Bragança,Vinhais,agriculture,2014-08-27,04:02:00,0,0,0.084,0,0.084,1,27,August,31.4,0,17.2,22.8,41.8166666666667,-7
Entre Douro e Minho,Porto,Marco de Canaveses,agriculture,2014-08-17,06:28:00,0,0,0.01,0,0.01,1,17,August,35.5,0,17,25.6,41.1613888888889,-8.15388888888889
Alentejo,Beja,Moura,firepit,2014-09-02,15:20:00,0.2,0,0,0.2,0.2,0,2,September,32.8,0,16.5,23.9,38.3555555555556,-7.44444444444444
Entre Douro e Minho,Braga,Celorico de Basto,firepit,2014-09-05,11:49:00,0.2,0.1,0,0.3,0.3,1,5,September,31.3,0,15.3,24.1,41.4708333333333,-8.035
Beira Litoral,Viseu,Carregal do Sal,firepit,2014-08-27,13:18:00,0,0.002,0,0.002,0.002,0,27,August,29.9,0,17.8,21.9,40.4833333333333,-7.93333333333333
Ribatejo e Oeste,Santarém,Tomar,firepit,2014-08-27,13:05:00,0,0.0161,0,0.0161,0.0161,0,27,August,29.9,0,17.8,21.9,39.55,-8.3
Beira Interior,Guarda,Pinhel,fire,2014-08-28,00:28:00,0,20,0,20,20,0,28,August,28.5,0,15.6,21.3,40.8994444444444,-7.14888888888889
Tras-dos-Montes,Bragança,Vila FLor,firepit,2014-08-17,01:15:00,0,0.037,0,0.037,0.037,0,17,August,31.9,0,11.5,21.5,41.2666666666667,-7.16666666666667
Beira Interior,Castelo Branco,Fundão,firepit,2014-08-17,09:30:00,0,0.002,0,0.002,0.002,0,17,August,35.7,0,19.3,27.5,40.1313888888889,-7.49694444444444
Beira Litoral,Viseu,Nelas,firepit,2014-08-17,15:54:00,0,0.6228,0,0.6228,0.6228,1,17,August,35.5,0,17,25.6,40.5166666666667,-7.78333333333333
Beira Litoral,Leiria,Peniche,agriculture,2014-09-20,21:19:00,0,0,0.001,0,0.001,0,20,September,24.2,0.7,18.1,18.9,39.3333333333333,-9.35
Tras-dos-Montes,Bragança,Vinhais,firepit,2014-08-18,01:48:00,0,0.15,0,0.15,0.15,0,18,August,32.3,0,13,22.8,41.85,-7.16666666666667
Entre Douro e Minho,Porto,Marco de Canaveses,firepit,2014-08-29,23:38:00,0,0.175,0,0.175,0.175,1,29,August,27.8,0,15.1,19.5,41.1833333333333,-8.16666666666667
Algarve,Faro,Alcoutim,agriculture,2014-09-27,11:31:00,0,0,0.931,0,0.931,0,27,September,26,0,18.9,20,37.5694444444444,-7.72222222222222
Algarve,Faro,Tavira,agriculture,2014-09-03,15:20:00,0,0,0.9542,0,0.9542,0,3,September,31,0,18.6,21.7,37.3166666666667,-7.91111111111111
Tras-dos-Montes,Bragança,Vinhais,firepit,2014-09-14,12:41:00,0.0097,0,0,0.0097,0.0097,0,14,September,24.2,5.8,12.7,17.4,41.75,-7.08333333333333
Ribatejo e Oeste,Setubal,Grandola,firepit,2014-09-15,11:17:00,0.3,0,0,0.3,0.3,0,15,September,27.8,17.6,15.4,22.4,38.1666666666667,-8.53333333333333
Beira Interior,Guarda,Almeida,agriculture,2014-09-20,16:33:00,0,0,1.7,0,1.7,0,20,September,23.5,0,11.2,16.1,40.8055555555556,-7.05
Algarve,Faro,Loulé,agriculture,2014-09-23,13:17:00,0,0,0.5,0,0.5,0,23,September,26.1,0,17,20.6,37.2611111111111,-8.08333333333333
Tras-dos-Montes,Bragança,Macedo de Cavaleiros,firepit,2014-10-05,21:00:00,0,0.0194,0,0.0194,0.0194,0,5,October,21,0,11.5,14.9,41.55,-6.81666666666667
Alentejo,Beja,Beja,agriculture,2014-10-06,16:30:00,0,0,0.4,0,0.4,1,6,October,24.6,0.4,11.6,17.7,38.1166666666667,-7.925
Ribatejo e Oeste,Setubal,Grandola,firepit,2014-10-21,14:35:00,0.61,0,0,0.61,0.61,0,21,October,30.6,0,15.7,24.3,38.0666666666667,-8.45
Entre Douro e Minho,Viana do Castelo,Ponte de Lima,fire,2015-03-24,17:01:00,2.5,0,0,2.5,2.5,0,24,March,14.2,0,5.2,9.3,41.7333333333333,-8.51666666666667
Entre Douro e Minho,Porto,Marco de Canaveses,fire,2015-03-24,17:10:00,0,1.35,0,1.35,1.35,0,24,March,18.1,0,7.8,11.5,41.2,-8.2
Entre Douro e Minho,Braga,Barcelos,fire,2015-03-24,18:03:00,1.5,0,0,1.5,1.5,0,24,March,14.2,0,5.2,9.3,41.5166666666667,-8.68333333333333
Tras-dos-Montes,Vila Real,Boticas,fire,2015-03-24,21:40:00,0.5,38,0,38.5,38.5,0,24,March,16.3,0,5.4,12.2,41.6352777777778,-7.91194444444444
