"id","region","district","municipality","parish","lat","lon","origin","alert_date","alert_hour","extinction_date","extinction_hour","firstInterv_date","firstInterv_hour","alert_source","village_area","vegetation_area","farming_area","village_veget_area","total_area","cause_type"
"517","Entre Douro e Minho","Braga","Póvoa de Lanhoso","Sobradelo da Goma","41:34:3.19799999999532''","8:10:16.607999999998''","firepit",2015-04-06,"22:40:00",2015-04-07,"00:30:00",2015-04-06,"22:50:00",NA,0,0.05,0,0.05,0.05,"negligent"
"518","Entre Douro e Minho","Viseu","Resende","Paus","41:4:35.4648000000003''","7:54:51.0623999999988''","agric_burn",2015-04-07,"13:38:00",2015-04-07,"15:00:00",2015-04-07,"14:20:00",NA,0,0.001,0,0.001,0.001,"negligent"
"519","-","Viseu","Viseu","União das freguesias de Couto de Baixo e Couto de Cima","40:42:19","07:55:30","firepit",2015-04-07,"14:52:00",2015-04-07,"18:40:00",2015-04-07,"15:06:00",NA,0.18,0,0,0.18,0.18,"rekindling"
"520","Entre Douro e Minho","Braga","Terras de Bouro","Souto","41º41'25.821599999997''","8º20'37.446000000002''","fire",2015-01-03,"11:05:00",2015-01-03,"13:40:00",2015-01-03,"11:20:00",NA,1.4,0,0,1.4,1.4,"intentional"
"521","Trás-os-Montes","Vila Real","Montalegre","Covelo do Gerês","41:42:42.509999999989","7:58:34.1999999999975","fire",2015-01-04,"16:19:00",2015-01-04,"17:31:00",2015-01-04,"16:50:00",NA,0,1,0,1,1,"negligent"
"522","Beira Litoral","Aveiro","Anadia","São Lourenço do Bairro","40:26:43.1000000000034","8:32:57.0999999999979","firepit",2015-01-05,"12:47:00",2015-01-05,"14:00:00",2015-01-05,"13:07:00",NA,0,0.048,0,0.048,0.048,"intentional"
"523","Beira Interior","Castelo Branco","Fundão","Castelo Novo","40:3:21.0131999999885''","7:27:54.8387999999984''","agriculture",2015-03-06,"11:27:00",2015-03-06,"13:00:00",2015-03-06,"11:45:00",NA,0,0,0.05,0,0.05,"negligent"
"524","-","Vila Real","Alijó","União das freguesias de Carlão e Amieiro","41:14:16","07:26:39","fire",2015-03-06,"17:35:00",2015-03-06,"19:35:00",2015-03-06,"17:50:00",NA,2.5,1,0,3.5,3.5,"negligent"
"525","-","Aveiro","Arouca","Moldes","40:52:49","08:15:09","fire",2015-03-06,"17:20:00",2015-03-06,"19:15:00",2015-03-06,"17:40:00",NA,0,1.5524,0,1.5524,1.5524,"negligent"
"526","Entre Douro e Minho","Viseu","Resende","Barrô","41:7:40.0260000000105''","7:53:7.5660000000007''","firepit",2015-03-06,"21:56:00",2015-03-07,"00:35:00",2015-03-06,"21:57:00",NA,0,0.01,0,0.01,0.01,"rekindling"
"527","-","Bragança","Vinhais","União das freguesias de Moimenta e Montouto","41:55:17","07:00:46","fire",2015-03-07,"17:24:00",2015-03-07,"19:03:00",2015-03-07,"17:30:00",NA,0,1.66,0,1.66,1.66,"negligent"
"528","Trás-os-Montes","Vila Real","Montalegre","Sarraquinhos","00:41:46.920","00:07:40.200","fire",2015-03-30,"17:05:00",2015-03-30,"19:36:00",2015-03-30,"17:55:00",NA,0,2,0,2,2,"negligent"
"529","Alentejo","Portalegre","Marvão","Beirã","39:26:19.0571999999884''","7:22:4.53719999999961''","agriculture",2015-03-30,"20:57:00",2015-03-30,"22:55:00",2015-03-30,"21:20:00",NA,0,0,0.5,0,0.5,"negligent"
"530","Beira Interior","Castelo Branco","Idanha-a-Nova","Zebreira","39:48:14.1552000000115''","7:4:31.8972000000004''","firepit",2015-05-28,"15:13:00",2015-05-28,"17:08:00",2015-05-28,"15:39:00",NA,0.2,0,0,0.2,0.2,"negligent"
"531","Trás-os-Montes","Vila Real","Santa Marta de Penaguião","Fontes","41:13:59.401200000006''","7:48:49.8851999999986''","firepit",2015-03-08,"06:36:00",2015-03-08,"07:05:00",2015-03-08,"06:37:00",NA,0,0.004,0,0.004,0.004,"intentional"
"532","-","Guarda","Pinhel","Bogalhal","40:49:3.46000000000743","7:7:52.0000000000002","fire",2015-03-08,"16:37:00",2015-03-08,"19:21:00",2015-03-08,"17:00:00",NA,1,1,0,2,2,"negligent"
"533","Beira Interior","Guarda","Gouveia","Folgosinho","40:27:50.9029999200084","7:29:29.6159996400183","agric_burn",2015-03-08,"20:53:00",2015-03-08,"23:00:00",2015-03-08,"21:20:00",NA,0,2.2,0,2.2,2.2,"rekindling"
"534","Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Padroso","41:56:32.3987999999923''","8:29:15.6443999999999''","fire",2015-03-08,"22:09:00",2015-03-09,"04:05:00",2015-03-08,"22:10:00",NA,0,3.5,0,3.5,3.5,"negligent"
"535","-","Vila Real","Montalegre","Cambeses do Rio","41:48:08","07:50:14","fire",2015-03-09,"10:50:00",2015-03-09,"11:45:00",2015-03-09,"11:15:00",NA,0,1,0,1,1,"negligent"
"536","Entre Douro e Minho","Braga","Terras de Bouro","Gondoriz","41:44:28.1399999999911''","8:17:56.5259999999998''","firepit",2015-04-07,"22:36:00",2015-04-08,"02:20:00",2015-04-07,"22:50:00",NA,0.1,0,0,0.1,0.1,"intentional"
"537","-","Viseu","Cinfães","União das freguesias de Alhões, Bustelo, Gralheira e Ramires","41:00:03","08:00:56","firepit",2015-04-07,"22:34:00",2015-04-08,"01:00:00",2015-04-07,"23:09:00",NA,0,0.5,0,0.5,0.5,"negligent"
"538","Beira Interior","Guarda","Sabugal","Quadrazais","40:20:5.28350099999386","7:0:39.8867990402323","fire",2015-04-08,"15:14:00",2015-04-08,"17:40:00",2015-04-08,"15:25:00",NA,3,9,0,12,12,"negligent"
"539","Trás-os-Montes","Vila Real","Alijó","Sanfins do Douro","41:17:33.5112000000026''","7:33:6.58080000000155''","firepit",2015-04-10,"20:15:00",2015-04-10,"22:30:00",2015-04-10,"20:30:00",NA,0,0.005,0,0.005,0.005,"negligent"
"540","Trás-os-Montes","Vila Real","Boticas","Beça","41:41:53.6208000000011''","7:44:39.8580000000015''","firepit",2015-04-12,"09:44:00",2015-04-12,"12:28:00",2015-04-12,"10:35:00",NA,0,0.01,0,0.01,0.01,"intentional"
"541","-","Porto","Penafiel","Penafiel","41:13:36","08:12:13","firepit",2015-04-05,"22:10:00",2015-04-05,"22:49:00",2015-04-05,"22:18:00",NA,0,0.005,0,0.005,0.005,"negligent"
"542","Beira Interior","Guarda","Mêda","Outeiro de Gatos","40:57:22.4600000000055","7:17:38.5299999999986","agriculture",2015-01-04,"17:22:00",2015-01-04,"18:10:00",2015-01-04,"17:32:00",NA,0,0,0.03,0,0.03,"negligent"
"543","-","Castelo Branco","Sertã","União das freguesias de Cumeada e Marmeleiro","39:50:31","08:08:13","firepit",2015-03-07,"15:30:00",2015-03-07,"18:35:00",2015-03-07,"15:40:00",NA,0.4,0,0.018,0.4,0.418,"negligent"
"544","Entre Douro e Minho","Viana do Castelo","Monção","Longos Vales","42:2:43.1987999999978''","8:26:5.21520000000081''","firepit",2015-03-07,"16:08:00",2015-03-07,"18:00:00",2015-03-07,"16:09:00",NA,0.7,0,0,0.7,0.7,"negligent"
"545","Trás-os-Montes","Viseu","Moimenta da Beira","Pêra Velha","40:55:54.8003999999935''","7:39:9.14760000000094''","fire",2015-03-07,"18:29:00",2015-03-07,"20:25:00",2015-03-07,"18:38:00",NA,0,1.7,0,1.7,1.7,"negligent"
"546","-","Vila Real","Boticas","Sapiãos","41:43:14.5099999200067","7:38:23.3999991600012","fire",2015-03-07,"20:00:00",2015-03-07,"21:40:00",2015-03-07,"20:20:00",NA,0,2,0,2,2,"negligent"
"547","Entre Douro e Minho","Braga","Terras De Bouro","Covide","41:43:26.1480000000103''","8:12:39.2795999999979''","fire",2015-03-07,"20:14:00",2015-03-07,"21:50:00",2015-03-07,"20:25:00",NA,0,1.75,0,1.75,1.75,"negligent"
"548","Beira Interior","Guarda","Guarda","Alvendre","40:36:4.27000000000191","7:15:29.3399999999988","agric_burn",2015-04-02,"17:05:00",2015-04-02,"18:00:00",2015-04-02,"17:06:00",NA,0,0.07,0,0.07,0.07,"negligent"
"549","Beira Litoral","Leiria","Pombal","Abiul","39:50:30.1559999999967''","8:30:25.0991999999975''","fire",2015-03-07,"14:50:00",2015-03-07,"18:40:00",2015-03-07,"15:30:00",NA,1.5,0.45,0,1.95,1.95,"negligent"
"550","Entre Douro e Minho","Viana do Castelo","Melgaço","Cousso","42:3:18.9827999999989''","8:19:0.371999999999986''","firepit",2015-03-07,"17:15:00",2015-03-07,"19:40:00",2015-03-07,"17:15:00",NA,0.89,0,0,0.89,0.89,"negligent"
"551","Beira Interior","Castelo Branco","Castelo Branco","Alcains","39:55:11.2620000000021''","7:25:38.1540000000008''","agriculture",2015-03-10,"15:18:00",2015-03-10,"17:50:00",2015-03-10,"15:45:00",NA,0,0.1253,0.41,0.1253,0.5353,"negligent"
"552","Beira Interior","Castelo Branco","Idanha-a-Nova","Penha Garcia","40:3:38.1888000000072''","7:2:11.9147999999991''","fire",2015-03-11,"11:30:00",2015-03-11,"18:20:00",2015-03-11,"12:20:00",NA,9.81,0,0,9.81,9.81,"negligent"
"553","Trás-os-Montes","Viseu","Armamar","São Cosmado","41:3:47.069999999992''","7:38:30.4511999999989''","firepit",2015-03-31,"09:24:00",2015-04-01,"23:45:00",2015-03-31,"09:41:00",NA,0,1e-04,0,1e-04,1e-04,"rekindling"
"554","-","Viseu","Armamar","União das freguesias de Aricera e Goujoim","41:05:21","07:37:59","agric_burn",2015-04-19,"16:40:00",2015-04-19,"17:40:00",2015-04-19,"16:50:00",NA,0,0.025,0,0.025,0.025,"negligent"
"555","Trás-os-Montes","Vila Real","Montalegre","Covelo do Gerez","41:42:57","07:59:02","fire",2015-04-02,"12:09:00",2015-04-02,"18:45:00",2015-04-02,"12:26:00",NA,1.5,19.5,0,21,21,"negligent"
"556","Beira Interior","Guarda","Fornos de Algodres","Juncais","40:36:17.5899999600028","7:30:28.9999998001804","agric_burn",2015-04-02,"15:09:00",2015-04-02,"16:40:00",2015-04-02,"15:25:00",NA,0,0.6,0,0.6,0.6,"negligent"
"557","-","Braga","Vieira do Minho","União das freguesias de Ventosa e Cova","41:40:00","08:10:41","firepit",2015-04-05,"21:20:00",2015-04-05,"22:30:00",2015-04-05,"21:30:00",NA,0,0.02,0,0.02,0.02,"negligent"
"558","Beira Litoral","Viseu","Viseu","Cota","40:46:36","07:46:56","firepit",2015-04-05,"22:54:00",2015-04-06,"02:20:00",2015-04-05,"23:30:00",NA,0,0.5,0,0.5,0.5,"rekindling"
"559","Beira Interior","Castelo Branco","Castelo Branco","Malpica do Tejo","39:43:56.7407999999955''","7:27:11.9267999999987''","firepit",2015-01-31,"11:27:00",2015-01-31,"12:45:00",2015-01-31,"12:08:00",NA,0.0028,0,0,0.0028,0.0028,"negligent"
"560","Trás-os-Montes","Bragança","Vimioso","Vale de Frades","41:36:27.3852000000056''","6:28:0.829200000001222''","fire",2015-02-08,"23:45:00",2015-02-09,"02:05:00",2015-02-09,"00:10:00",NA,0,15.35,0,15.35,15.35,"negligent"
"561","Entre Douro e Minho","Aveiro","Arouca","Urrô","40:52:32.8799999999933''","8:17:57.1703999999971''","firepit",2015-02-07,"17:54:00",2015-02-07,"19:25:00",2015-02-07,"18:30:00",NA,0,0.4251,0,0.4251,0.4251,"negligent"
"562","Entre Douro e Minho","Viana Do Castelo","Ponte Da Barca","Azias","41:46:19.7544000000016''","8:20:41.8595999999987''","fire",2015-02-09,"19:46:00",2015-02-09,"22:15:00",2015-02-09,"19:47:00",NA,0,2,0,2,2,"intentional"
"563","Entre Douro e Minho","Viana do Castelo","Valença","São Julião","41:56:54.7079999999931''","8:39:19.1339999999995''","firepit",2015-03-14,"12:13:00",2015-03-14,"16:40:00",2015-03-14,"12:14:00",NA,0,0.75,0,0.75,0.75,"negligent"
"564","-","Santarém","Santarém","São Salvador","00:39:14.836","00:08:41.892","agriculture",2015-05-11,"12:52:00",2015-05-11,"13:14:00",2015-05-11,"12:58:00",NA,0,0,0.0119,0,0.0119,"negligent"
"565","Ribatejo e Oeste","Santarém","Benavente","Samora Correia","00:38:55.500","08:53:14.050","agriculture",2015-05-12,"14:46:00",2015-05-12,"16:50:00",2015-05-12,"14:49:00",NA,0,0,0.2271,0,0.2271,"intentional"
"566","-","Porto","Penafiel","Rans","41:10:04","08:17:20","firepit",2015-05-12,"17:10:00",2015-05-12,"19:33:00",2015-05-12,"17:23:00",NA,0,0.3,0,0.3,0.3,"negligent"
"567","Ribatejo e Oeste","Santarém","Benavente","Samora Correia","00:38:55.960","00:08:53.170","agriculture",2015-05-13,"15:23:00",2015-05-13,"17:06:00",2015-05-13,"15:31:00",NA,0,0,0.1137,0,0.1137,"intentional"
"568","-","Viseu","Resende","União das freguesias de Freigil e Miomães","41:04:51","08:00:42","fire",2015-04-08,"13:30:00",2015-04-08,"18:25:00",2015-04-08,"13:51:00",NA,0,2,0,2,2,"intentional"
"569","Entre Douro e Minho","Viana do Castelo","Valença","Gandra","41:59:59.5932000000039''","8:36:4.60799999999693''","agric_burn",2015-04-08,"21:40:00",2015-04-08,"22:50:00",2015-04-08,"21:50:00",NA,0,0.04,0,0.04,0.04,"negligent"
"570","Beira Litoral","Leiria","Pombal","Pelariga","39:57:36.2051999999966''","8:35:3.59519999999947''","firepit",2015-04-10,"20:15:00",2015-04-10,"21:50:00",2015-04-10,"20:35:00",NA,0,0.05,0,0.05,0.05,"negligent"
"571","Beira Litoral","Aveiro","Albergaria-a-Velha","Albergaria-a-Velha","40:41:34.0260000000023''","8:28:46.8732000000007''","firepit",2015-02-09,"13:52:00",2015-02-09,"14:35:00",NA,"",NA,0,5e-04,0,5e-04,5e-04,"negligent"
"572","Trás-os-Montes","Vila Real","Chaves","Anelhe","41:41:9.64319999999304''","7:34:8.80679999999913''","firepit",2015-04-11,"14:23:00",2015-04-11,"15:40:00",2015-04-11,"14:49:00",NA,0,0.01,0,0.01,0.01,"intentional"
"573","Trás-os-Montes","Vila Real","Chaves","Vale de Anta","41:43:32.7100000000013","7:30:27.8099999999991","firepit",2015-04-11,"15:11:00",2015-04-11,"16:45:00",2015-04-11,"15:25:00",NA,0.2,0,0,0.2,0.2,"intentional"
"574","Entre Douro e Minho","Porto","Penafiel","Eja","41:5:30.8543999999984''","8:18:6.27480000000034''","agriculture",2015-04-12,"16:02:00",2015-04-12,"16:40:00",2015-04-12,"16:08:00",NA,0,0,0.001,0,0.001,"negligent"
"575","Beira Litoral","Aveiro","Sever do Vouga","Couto de Esteves","40:45:54.741599999997''","8:18:17.0064000000008''","firepit",2015-04-04,"13:50:00",2015-04-04,"16:40:00",2015-04-04,"14:25:00",NA,0.16,0,0,0.16,0.16,"rekindling"
"576","-","Santarém","Ourém","Freixianda","39:45:27.3240000000015","8:29:58.7760000000016","firepit",2015-04-04,"14:36:00",2015-04-04,"15:10:00",2015-04-04,"14:44:00",NA,0,0.2716,0,0.2716,0.2716,"rekindling"
"577","Beira Litoral","Viseu","Castro Daire","Parada de Ester","40:57:5.37839999998823''","8:0:30.3191999999981''","fire",2015-04-04,"15:23:00",2015-04-04,"17:20:00",2015-04-04,"15:50:00",NA,0,1,0,1,1,"rekindling"
"578","Entre Douro e Minho","Viana Do Castelo","Ponte Da Barca","Vila Chã (São João Baptista)","41:47:23.1827999999882''","8:19:17.5944000000028''","firepit",2015-04-04,"16:23:00",2015-04-04,"18:13:00",2015-04-04,"16:45:00",NA,0.2,0,0,0.2,0.2,"intentional"
"579","Beira Litoral","Leiria","Ansião","Ansião","39:55:0.443999999995981''","8:26:18.0312000000016''","agriculture",2015-02-10,"12:45:00",2015-02-10,"13:45:00",2015-02-10,"12:50:00",NA,0,0,0.4,0,0.4,"negligent"
"580","Beira Litoral","Viseu","Nelas","Nelas","40:32:39.2424000000108''","7:52:3.06839999999895''","firepit",2015-02-12,"16:01:00",2015-02-12,"16:40:00",2015-02-12,"16:06:00",NA,0,0.0621,0,0.0621,0.0621,"intentional"
"581","Trás-os-Montes","Vila Real","Chaves","Redondelo","41:43:55.1999999999975","7:33:19.1800000000019","firepit",2015-04-12,"22:28:00",2015-04-13,"00:10:00",2015-04-12,"22:50:00",NA,0.2,0,0,0.2,0.2,"intentional"
"582","-","Viana do Castelo","Viana do Castelo","União das freguesias de Mazarefes e Vila Fria","41:47:30","08:43:45","firepit",2015-04-01,"16:04:00",2015-04-01,"18:00:00",2015-04-01,"16:26:00",NA,0,0.015,0,0.015,0.015,"negligent"
"583","Entre Douro e Minho","Porto","Penafiel","Rans","41:10:35.1839999999982''","8:18:41.3459999999976''","firepit",2015-04-13,"14:44:00",2015-04-13,"17:10:00",2015-04-13,"15:05:00",NA,0,0.3,0,0.3,0.3,"negligent"
"584","Entre Douro e Minho","Viana do Castelo","Valença","Gandra","41:59:51.4895999999999''","8:37:36.4187999999987''","firepit",2015-04-13,"13:55:00",2015-04-13,"15:28:00",2015-04-13,"14:10:00",NA,0.3,0,0,0.3,0.3,"rekindling"
"585","-","Bragança","Torre de Moncorvo","União das freguesias de Felgar e Souto da Velha","41:12:08","06:57:19","firepit",2015-04-13,"14:11:00",2015-04-13,"17:20:00",2015-04-13,"14:25:00",NA,0,0.05,0,0.05,0.05,"negligent"
"586","Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Vale","41:50:53.0663999999888''","8:21:38.0628000000017''","firepit",2015-04-13,"14:24:00",2015-04-13,"15:10:00",2015-04-13,"14:52:00",NA,0,0.2,0,0.2,0.2,"intentional"
"587","Ribatejo e Oeste","Santarém","Vila Nova da Barquinha","Praia do Ribatejo","39:28:36.2820000000039''","8:21:23.7492000000026''","agriculture",2015-03-08,"15:53:00",2015-03-08,"18:30:00",2015-03-08,"15:55:00",NA,0,0,0.1035,0,0.1035,"negligent"
"588","-","Vila Real","Montalegre","Pitões das Junias","41:50:15","07:57:38","firepit",2015-03-08,"16:35:00",2015-03-08,"17:30:00",2015-03-08,"16:40:00",NA,0,0.01,0,0.01,0.01,"intentional"
"589","-","Viseu","Vouzela","União das freguesias de Cambra e Carvalhal de Vermilhas","40:40:03","08:10:20","firepit",2015-03-28,"21:12:00",2015-03-29,"00:40:00",2015-03-28,"21:55:00",NA,0,0.5,0,0.5,0.5,"intentional"
"590","Entre Douro e Minho","Braga","Vieira do Minho","Cantelães","41:39:2.87999999998817''","8:6:35.967600000003''","fire",2015-04-08,"09:19:00",2015-04-08,"15:55:00",2015-04-08,"09:30:00",NA,1.5,15.5,0,17,17,"negligent"
"591","Entre Douro e Minho","Braga","Terras de Bouro","Campo do Gerês","41:47:11.2847999999974''","8:8:49.8191999999979''","firepit",2015-04-08,"12:25:00",2015-04-08,"16:05:00",2015-04-08,"12:50:00",NA,0,0.8,0,0.8,0.8,"negligent"
"592","Beira Litoral","Viseu","Tondela","Lajeosa do Dão","40:30:17.3555999999991''","7:59:8.3399999999989''","firepit",2015-04-12,"13:50:00",2015-04-12,"16:10:00",2015-04-12,"14:00:00",NA,0,0.05,0,0.05,0.05,"rekindling"
"593","Trás-os-Montes","Vila Real","Montalegre","Vila da Ponte","41:43:14.65679999999''","7:53:1.58999999999992''","fire",2015-03-24,"16:45:00",2015-03-24,"18:48:00",2015-03-24,"17:06:00",NA,0,1,0,1,1,"negligent"
"594","Entre Douro e Minho","Porto","Penafiel","Recezinhos (São Mamede)","41:14:34.2779999999954''","8:13:27.5268000000015''","firepit",2015-03-24,"18:43:00",2015-03-24,"19:50:00",2015-03-24,"19:03:00",NA,0,0.03,0,0.03,0.03,"negligent"
"595","Entre Douro e Minho","Braga","Celorico de Basto","Vale de Bouro","41:26:35.2320000000014''","8:0:50.2631999999977''","fire",2015-03-24,"19:40:00",2015-03-24,"23:05:00",2015-03-24,"20:00:00",NA,0,3,0,3,3,"intentional"
"596","Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Soajo","41:52:18.1452000000024''","8:14:29.6052000000009''","fire",2015-03-24,"20:31:00",2015-03-24,"21:26:00",2015-03-24,"20:45:00",NA,0,1,0,1,1,"negligent"
"597","Entre Douro e Minho","Porto","Lousada","Macieira","41:17:22.0163999999914''","8:14:36.4703999999981''","firepit",2015-03-24,"22:25:00",2015-03-24,"23:52:00",2015-03-24,"22:40:00",NA,0,0.8,0,0.8,0.8,"intentional"
"598","-","Braga","Vieira do Minho","União das freguesias de Ruivães e Campos","41:41:01","08:00:26","fire",2015-03-24,"15:27:00",2015-03-24,"17:50:00",2015-03-24,"15:50:00",NA,0,44,0,44,44,"negligent"
"599","-","Vila Real","Boticas","Cerdedo","41:39:13.5399999600116","7:53:31.5799997997817","fire",2015-03-24,"20:03:00",2015-03-25,"00:30:00",2015-03-24,"21:20:00",NA,1.5,13.5,0,15,15,"negligent"
"600","-","Braga","Vieira do Minho","União das freguesias de Ventosa e Cova","41:40:48","08:09:20","fire",2015-03-25,"15:31:00",2015-03-25,"18:25:00",2015-03-25,"15:56:00",NA,3.5,2,0,5.5,5.5,"negligent"
"601","Trás-os-Montes","Vila Real","Chaves","Cimo de Vila da Castanheira","41:48:18.8200000000091","7:17:2.29000000000099","firepit",2015-04-06,"19:00:00",2015-04-06,"22:26:00",2015-04-06,"19:21:00",NA,0,0.5,0,0.5,0.5,"negligent"
"602","Entre Douro e Minho","Viseu","Cinfães","Santiago de Piães","41:3:57.2976000000051''","8:9:16.3655999999995''","fire",2015-03-09,"12:42:00",2015-03-09,"14:00:00",2015-03-09,"13:30:00",NA,0,1,0,1,1,"negligent"
"603","-","Guarda","Pinhel","Cerejo","40:43:14.1289191238525","7:13:13.3605194091797","fire",2015-03-09,"15:59:00",2015-03-09,"17:45:00",2015-03-09,"16:18:00",NA,0,1,0,1,1,"negligent"
"604","Entre Douro e Minho","Viseu","Cinfães","Fornelos","41:1:44.3604000000101''","8:10:54.7751999999996''","fire",2015-04-07,"23:25:00",2015-04-08,"02:36:00",2015-04-07,"23:57:00",NA,1,0.5,0,1.5,1.5,"intentional"
"605","-","Coimbra","Coimbra","União das freguesias de Trouxemil e Torre de Vilela","40:18:24","08:23:57","agriculture",2015-04-08,"12:13:00",2015-04-08,"13:03:00",2015-04-08,"12:23:00",NA,0,0,0.002,0,0.002,"negligent"
"606","-","Vila Real","Vila Real","União das freguesias de Constantim e Vale de Nogueiras","41:17:58","07:38:40","firepit",2015-04-08,"13:09:00",2015-04-08,"15:50:00",2015-04-08,"13:30:00",NA,0,0.12,0,0.12,0.12,"negligent"
"607","Entre Douro e Minho","Braga","Fafe","Medelo","41:28:11.3519999999949''","8:9:34.6068000000008''","fire",2015-04-05,"03:39:00",2015-04-05,"08:15:00",2015-04-05,"03:50:00",NA,5,8,0,13,13,"rekindling"
"608","Trás-os-Montes","Vila Real","Alijó","Alijó","41:17:3.15959999999677''","7:27:37.6272000000003''","fire",2015-04-10,"16:04:00",2015-04-10,"16:30:00",2015-04-10,"16:10:00",NA,1.5,0,0,1.5,1.5,"negligent"
"609","Beira Litoral","Viseu","São Pedro do Sul","São Martinho das Moitas","40:54:49.4639999999896''","8:7:7.98239999999836''","fire",2015-03-31,"14:48:00",2015-04-01,"00:20:00",2015-03-31,"16:00:00",NA,8.5,45,0,53.5,53.5,"negligent"
"610","Entre Douro e Minho","Braga","Fafe","São Gens","41:26:51.3419999999991''","8:6:41.0472''","fire",2015-04-05,"00:48:00",2015-04-05,"04:40:00",NA,"",NA,26,20,0,46,46,"intentional"
"611","-","Vila Real","Boticas","Ardãos","41:45:13.7399997600085","7:36:43.4099998798411","firepit",2015-04-06,"17:40:00",2015-04-06,"18:00:00",2015-04-06,"17:40:00",NA,0,0.01,0,0.01,0.01,"negligent"
"612","-","Braga","Celorico de Basto","União das freguesias de Veade, Gagos e Molares","41:24:58","07:58:12","agriculture",2015-03-15,"15:04:00",2015-03-15,"16:20:00",2015-03-15,"15:15:00",NA,0,0,0.01,0,0.01,"intentional"
"613","Ribatejo e Oeste","Setúbal","Montijo","Canha","38:43:9.34679999999275''","8:37:34.0247999999998''","firepit",2015-03-15,"15:30:00",2015-03-15,"16:35:00",2015-03-15,"15:47:00",NA,0.04,0.06,0,0.1,0.1,"negligent"
