region,district,municipality,origin,alert_date,alert_hour,village_area,vegetation_area,farming_area,village_veget_area,total_area,intentional_cause,max_temperature,precipitation,min_temperature,avg_temperature
Beira Interior,Guarda,Figueira de Castelo Rodrigo,fire,2014-09-05,21:22:00,0.1,1.6,0,1.7,1.7,0,30.9,0,12.1,21.3
Beira Interior,Guarda,Guarda,agric_burn,2014-09-06,12:32:00,0,0,5e-04,0,5e-04,0,24.8,0,17.1,21
Beira Litoral,Leiria,Alcobaça,agriculture,2014-09-06,20:09:00,0,0,0.001,0,0.001,0,25.6,19.3,21.4,21.4
Beira Litoral,Leiria,Pombal,agriculture,2014-06-26,18:30:00,0,0,1e-04,0,1e-04,0,24,0,14.2,18.5
Beira Litoral,Viseu,Penalva do Castelo,firepit,2014-06-27,15:54:00,0,0.005,0,0.005,0.005,0,24.2,0,14.1,18.4
Entre Douro e Minho,Viana do Castelo,Ponte da Barca,fire,2014-03-10,15:58:00,0,4,0,4,4,0,26.1,0,11.6,17.7
Beira Litoral,Leiria,Caldas da Rainha,agriculture,2014-03-10,18:51:00,0,0,0.005,0,0.005,0,20,0,10.4,15.4
Ribatejo e Oeste,Santarém,Cartaxo,agriculture,2014-07-11,15:03:00,0,0,0.0569,0,0.0569,0,32.9,0,19.9,24.7
Entre Douro e Minho,Braga,Fafe,firepit,2014-07-11,15:35:00,0,0.2,0,0.2,0.2,1,30.9,0,10.2,23.3
Alentejo,Beja,Moura,agriculture,2014-07-11,17:05:00,0,0,0.0312,0,0.0312,0,36.1,0,16.9,27.1
Beira Litoral,Leiria,Bombarral,firepit,2014-05-24,11:37:00,0,0.05,0,0.05,0.05,0,18.7,0,11.5,12.2
Ribatejo e Oeste,Setubal,Alcochete,firepit,2014-05-30,12:04:00,0,0.0616,0,0.0616,0.0616,0,22,0,14.7,18.5
Beira Litoral,Leiria,Óbidos,fire,2014-08-17,14:01:00,7.07,0,0,7.07,7.07,1,29.6,0,19.4,23.1
Ribatejo e Oeste,Santarém,Benavente,agriculture,2014-07-15,22:37:00,0,0,0.0271,0,0.0271,0,29.5,0,18.1,21.9
Entre Douro e Minho,Braga,Braga,agriculture,2014-07-16,17:05:00,0,0,0.008,0,0.008,0,30,0,18.1,22.9
Entre Douro e Minho,Porto,Felgueiras,firepit,2014-08-23,13:44:00,0,0.025,0,0.025,0.025,1,24.8,0,11.9,17.8
Ribatejo e Oeste,Setubal,Montijo,fire,2014-08-23,16:03:00,40.1,0.2,0.0427,40.3,40.3427,1,26.7,0,16.4,19.3
Entre Douro e Minho,Porto,Amarante,fire,2014-07-30,10:00:00,0,2.637,0,2.637,2.637,1,32.6,0,15.9,23.2
Beira Litoral,Viseu,Tondela,fire,2014-06-16,16:17:00,3.5,0.35,0,3.85,3.85,1,31.5,0,18.3,24.4
Beira Litoral,Viseu,Viseu,firepit,2014-04-12,18:34:00,0,0.03,0,0.03,0.03,0,22.9,0,11.4,15.5
Beira Interior,Guarda,Sabugal,agric_burn,2014-04-13,16:28:00,0,1.5,0,1.5,1.5,0,25.1,0,11.8,18.3
Ribatejo e Oeste,Santarém,Tomar,agriculture,2014-07-23,23:32:00,0,0,0.0064,0,0.0064,1,22,0,16.6,18.6
Beira Litoral,Aveiro,Santa Maria da Feira,firepit,2014-07-24,10:46:00,0,0.02,0,0.02,0.02,1,24.4,0,17.2,19.1
Ribatejo e Oeste,Santarém,Tomar,agriculture,2014-07-26,19:16:00,0,0,6e-04,0,6e-04,0,28,0,15,20.9
Beira Litoral,Coimbra,Oliveira do Hospital,firepit,2014-05-17,18:54:00,0,0.01,0,0.01,0.01,0,28.4,0,15,20.3
Beira Litoral,Aveiro,Estarreja,firepit,2014-05-20,08:45:00,0,1e-04,0,1e-04,1e-04,0,17,1,8.9,11.8
Beira Litoral,Leiria,Porto de Mós,agriculture,2014-05-27,15:04:00,0,0,0.002,0,0.002,0,20,0.9,9,13.6
Ribatejo e Oeste,Santarém,Santarém,firepit,2014-08-17,22:50:00,0.3764,0,0,0.3764,0.3764,0,29.6,0,19.4,23.1
Tras-dos-Montes,Bragança,Freixo de Espada Ã  Cinta,firepit,2014-10-30,17:09:00,0.05,0,0,0.05,0.05,1,23.4,0,7.6,14.3
Beira Litoral,Coimbra,Oliveira do Hospital,firepit,2014-08-22,18:45:00,0,0.003,0,0.003,0.003,1,25.6,0,16.7,18.8
Beira Litoral,Aveiro,São João da Madeira,firepit,2014-07-08,17:10:00,0,0.0242,0,0.0242,0.0242,1,23.9,0,12.3,17.9
Entre Douro e Minho,Viana do Castelo,Melgaço,agriculture,2014-07-20,18:58:00,0,0,2e-04,0,2e-04,0,22.2,0.5,14.9,17.9
Beira Interior,Guarda,Figueira de Castelo Rodrigo,agric_burn,2014-05-03,16:13:00,0,0.032,0,0.032,0.032,0,22.3,0,5.6,14
Beira Litoral,Aveiro,Oliveira do Bairro,agriculture,2014-05-03,16:11:00,0,0,0.065,0,0.065,0,26.4,0,14.9,19.2
Ribatejo e Oeste,Lisboa,Odivelas,agric_burn,2014-07-09,15:53:00,0,0.04,0,0.04,0.04,0,31.2,0,17.9,22.6
Beira Interior,Castelo Branco,Belmonte,firepit,2014-07-09,21:29:00,0,0.04,0,0.04,0.04,0,32.2,0,17.4,24.9
Beira Interior,Guarda,Guarda,firepit,2014-07-10,16:37:00,0,0.0048,0,0.0048,0.0048,0,31.2,0,16,23.8
Beira Interior,Castelo Branco,Belmonte,agriculture,2014-05-03,14:24:00,0,0.02,0.15,0.02,0.17,0,25.7,0,11.9,18.7
Alentejo,Évora,Mora,agric_burn,2014-05-05,13:35:00,0,0,0.05,0,0.05,0,29.4,0,11,20.6
Beira Litoral,Aveiro,Oliveira de Azeméis,firepit,2014-05-04,17:56:00,0,0.05,0,0.05,0.05,0,28.1,0,12.7,20
Entre Douro e Minho,Braga,Vila Verde,fire,2014-05-05,17:55:00,2.3,0,0,2.3,2.3,1,21.2,0,11.5,14.6
Tras-dos-Montes,Bragança,Mirandela,firepit,2014-05-07,14:10:00,0,0.01,0,0.01,0.01,0,26.2,0,14.2,18.9
Algarve,Faro,Albufeira,agriculture,2014-05-07,14:41:00,0,0,0.0425,0,0.0425,0,28.3,0,15.4,21.5
Beira Litoral,Aveiro,Oliveira de Azeméis,fire,2014-05-07,16:48:00,1.4533,0.1,0,1.5533,1.5533,1,23.3,0,12.6,16.4
Algarve,Faro,Loulé,agriculture,2014-05-08,14:07:00,0,0,0.4642,0,0.4642,0,27.7,0,15.7,20.8
Entre Douro e Minho,Braga,Terras de Bouro,firepit,2014-08-23,15:27:00,0.001,0,0,0.001,0.001,0,24.8,0,11.9,17.8
Beira Interior,Castelo Branco,Fundão,firepit,2014-05-14,14:06:00,0,0.001,0,0.001,0.001,1,28.1,0,11.5,20.2
Ribatejo e Oeste,Setubal,Almada,firepit,2014-05-14,15:41:00,0,0.002,0,0.002,0.002,0,29.1,0,18.2,22.1
Beira Litoral,Viseu,Lamego,firepit,2014-05-03,14:37:00,0,0.75,0,0.75,0.75,0,26.4,0,14.9,19.2
Beira Litoral,Viseu,Tondela,firepit,2014-05-04,13:35:00,0,0.05,0,0.05,0.05,0,28.1,0,12.7,20
Entre Douro e Minho,Viana do Castelo,Viana do Castelo,agriculture,2014-08-30,17:52:00,0,0,1e-04,0,1e-04,1,29.1,0,14.2,20.8
Entre Douro e Minho,Viana do Castelo,Ponte de Lima,firepit,2014-07-29,10:15:00,0.07,0.03,0,0.1,0.1,0,29.1,0,16.1,21.8
Entre Douro e Minho,Braga,Vila Nova de Famalição,firepit,2014-07-29,12:09:00,0,0.03,0,0.03,0.03,0,29.1,0,16.1,21.8
Entre Douro e Minho,Braga,Esposende,firepit,2014-05-14,21:46:00,0,0.24,0,0.24,0.24,0,29.7,0,10.9,19.1
Ribatejo e Oeste,Lisboa,Arruda dos Vinhos,firepit,2014-07-21,15:44:00,0,0.315,0,0.315,0.315,0,28.5,0,16.7,22.9
Beira Interior,Castelo Branco,Vila Velha de Rodão,agriculture,2014-07-21,17:10:00,0,0,0.0324,0,0.0324,0,32.4,0,15.3,23.9
Beira Litoral,Aveiro,Vagos,firepit,2014-04-29,12:55:00,0,0.0087,0,0.0087,0.0087,0,20.9,6.1,11.5,15.6
Alentejo,Évora,Vendas Novas,fire,2014-07-29,16:21:00,17.17,0,0,17.17,17.17,0,29.4,0,18,22.6
Beira Litoral,Leiria,Peniche,agriculture,2014-09-06,01:22:00,0,0,5e-04,0,5e-04,0,25.4,19.3,21.4,20.6
Algarve,Faro,Lagos,fire,2014-09-06,16:04:00,0,5.2,0,5.2,5.2,0,25.4,19.3,21.4,21.9
Beira Litoral,Leiria,Leiria,agriculture,2014-09-06,03:30:00,0,0,5e-04,0,5e-04,0,25.6,19.3,21.4,21.4
Beira Interior,Castelo Branco,Castelo Branco,firepit,2014-07-09,20:52:00,0,0.3438,0,0.3438,0.3438,0,32.2,0,17.4,24.9
Alentejo,Beja,Moura,agriculture,2014-07-10,05:00:00,0,0,0.1,0,0.1,0,36.1,0,18.3,27.2
Alentejo,Évora,Estremoz,agriculture,2014-07-10,16:33:00,0,0,0.02,0,0.02,0,36.1,0,18.3,27.2
Beira Interior,Guarda,Gouveia,firepit,2014-08-18,19:50:00,0,0.001,0,0.001,0.001,1,27.5,0,14.6,19.6
Entre Douro e Minho,Viana do Castelo,Monção,firepit,2014-05-04,15:13:00,0.2,0,0,0.2,0.2,0,26.8,0,11.9,18.3
Tras-dos-Montes,Vila Real,Valpaços,firepit,2014-05-05,17:19:00,0,0.01,0,0.01,0.01,1,26.9,0,8.1,17.7
Entre Douro e Minho,Viana do Castelo,Monção,firepit,2014-05-06,21:14:00,0,0.02,0,0.02,0.02,0,16.6,0,11.2,13.2
Entre Douro e Minho,Braga,Guimarães,firepit,2014-05-07,16:19:00,0,0.5,0,0.5,0.5,0,24.4,0,10.1,14.8
Beira Litoral,Viseu,Oliveira de Frades,firepit,2014-06-28,03:06:00,0,0.03,0,0.03,0.03,1,22.1,0.7,14.2,17.4
Entre Douro e Minho,Viana do Castelo,Viana do Castelo,firepit,2014-09-01,09:37:00,0.06,0,0,0.06,0.06,1,32.6,0,18.2,24.5
Alentejo,Portalegre,Nisa,firepit,2014-07-15,13:32:00,0.0956,0,0,0.0956,0.0956,0,35.8,0,18.5,27.4
Algarve,Faro,Alcoutim,firepit,2014-06-01,13:46:00,0,0.406,0,0.406,0.406,0,28.1,0,14.2,21.9
Entre Douro e Minho,Porto,Marco de Canaveses,agriculture,2014-06-18,17:24:00,0,0,0.128,0,0.128,1,25.8,0,15,18.7
Beira Interior,Guarda,Pinhel,firepit,2014-06-19,16:17:00,0,0.005,0,0.005,0.005,0,26.9,0,13.2,20.1
Alentejo,Beja,Beja,agriculture,2014-06-20,09:30:00,0,0,0.4,0,0.4,1,27.3,0,15,20.6
Tras-dos-Montes,Bragança,Vimioso,firepit,2014-06-22,19:45:00,0.01,0.7,0.03,0.71,0.74,0,26.3,0,11.1,18.4
Beira Litoral,Viseu,Lamego,agric_burn,2014-06-20,20:15:00,0,0.001,0,0.001,0.001,0,27.2,0,14,20.3
Ribatejo e Oeste,Santarém,Abrantes,agriculture,2014-06-23,13:44:00,0,0,0.0039,0,0.0039,0,22.7,8.6,13.7,17
Beira Litoral,Leiria,Óbidos,firepit,2014-08-28,15:42:00,0.025,0,0,0.025,0.025,0,29.9,0,20.5,22.4
Tras-dos-Montes,Vila Real,Montalegre,fire,2014-08-28,19:53:00,1,2,0,3,3,0,26.4,0,15.8,22.1
Ribatejo e Oeste,Santarém,Cartaxo,agriculture,2014-07-26,15:09:00,0,0,0.0019,0,0.0019,0,26.4,0,18.3,20.2
Beira Interior,Guarda,Mêda,fire,2014-08-30,14:46:00,1,0,0.5,1,1.5,0,30.6,0,15.3,22.4
Beira Litoral,Coimbra,Arganil,firepit,2014-08-30,15:41:00,0,0.01,0,0.01,0.01,0,28.2,0,15.1,19.6
Beira Litoral,Viseu,Lamego,fire,2014-08-31,10:00:00,0,1.5,0,1.5,1.5,0,30.9,0,14.2,21.6
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,firepit,2014-05-26,13:49:00,0.03,0.02,0,0.05,0.05,1,18.4,0,6.2,11.3
Alentejo,Beja,Castro Verde,agriculture,2014-07-30,21:55:00,0,0,0.12,0,0.12,1,23.1,0,17.7,24.8
Alentejo,Portalegre,Elvas,agriculture,2014-09-01,23:14:00,0,0,1.6586,0,1.6586,0,39,0,19,30.2
Entre Douro e Minho,Braga,Fafe,agriculture,2014-07-26,14:49:00,0,0,0.2,0,0.2,0,31.5,0,17.2,23.8
Alentejo,Beja,Beja,agriculture,2014-08-09,20:38:00,0,0,0.0029,0,0.0029,1,32.4,0,17.4,24
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,firepit,2014-08-18,20:21:00,0.2,0,0,0.2,0.2,1,29.1,0,16,21.9
Entre Douro e Minho,Braga,Celorico de Basto,fire,2014-08-18,15:40:00,1,3.5,0,4.5,4.5,1,33.8,0,13.1,24.5
Ribatejo e Oeste,Lisboa,Odivelas,agric_burn,2014-06-18,15:11:00,0,0.015,0,0.015,0.015,0,23,0,18.4,18.5
Ribatejo e Oeste,Setubal,Montijo,firepit,2014-06-19,00:26:00,0,0.0297,0,0.0297,0.0297,0,24,0,15.8,18.1
Beira Litoral,Viseu,São Pedro do Sul,firepit,2014-05-10,02:20:00,0,0.1,0,0.1,0.1,0,22.8,0.2,13,15.9
Beira Litoral,Coimbra,Tábua,agriculture,2014-05-09,13:42:00,0,0,0.001,0,0.001,0,24.6,0,13.6,17.2
Beira Litoral,Aveiro,Ilhavo,fire,2014-05-09,16:36:00,3.8,0,0,3.8,3.8,0,24.6,0,13.6,17.2
Ribatejo e Oeste,Santarém,Entroncamento,agriculture,2014-06-16,15:00:00,0,0,0.1135,0,0.1135,1,31.5,0,18.3,24.4
Ribatejo e Oeste,Santarém,Benavente,agriculture,2014-06-16,16:08:00,0,0,0.081,0,0.081,0,29.7,0,18.1,22.2
Tras-dos-Montes,Bragança,Vinhais,firepit,2014-03-14,20:38:00,0,0.24,0,0.24,0.24,0,18.2,0,0.8,9.4
Beira Litoral,Viseu,Tabuaço,firepit,2014-03-17,13:34:00,0,0.28,0,0.28,0.28,0,21.5,0,4.4,12.4
Beira Interior,Guarda,Mêda,firepit,2014-10-04,22:36:00,0,0.02,0,0.02,0.02,0,22.6,0.7,9.1,15.8
Ribatejo e Oeste,Santarém,Salvaterra de Magos,firepit,2014-07-23,15:33:00,0,0.005,0,0.005,0.005,0,26,0,17.6,19.4
Tras-dos-Montes,Vila Real,Boticas,firepit,2014-07-26,15:24:00,0.01,0,0,0.01,0.01,0,35.4,0,18.8,26
Ribatejo e Oeste,Santarém,Tomar,agriculture,2014-07-27,04:59:00,0,0,0.1402,0,0.1402,1,28.8,0,17.4,20.8
Tras-dos-Montes,Bragança,Bragança,fire,2014-08-30,03:06:00,0,20.82,0,20.82,20.82,0,30.6,0,15.3,22.4
Ribatejo e Oeste,Setubal,Almada,firepit,2014-08-30,20:34:00,0,0.005,0,0.005,0.005,0,27.2,0,18.1,20.3
Ribatejo e Oeste,Santarém,Alpiarca,firepit,2014-06-27,15:56:00,0,0.0225,0,0.0225,0.0225,1,25.5,0,16.4,19
Tras-dos-Montes,Vila Real,Alijó,firepit,2014-06-27,19:01:00,0,0.5,0,0.5,0.5,0,25.3,0.2,10.8,18.4
Ribatejo e Oeste,Setubal,Almada,firepit,2014-06-29,14:14:00,0,0.03,0,0.03,0.03,0,23.6,0,16,17.8
Tras-dos-Montes,Vila Real,Murça,firepit,2014-03-26,13:50:00,0,0.001,0,0.001,0.001,0,11.6,0.8,2.4,6.7
Ribatejo e Oeste,Santarém,Torres Novas,firepit,2014-04-30,15:28:00,0,0.3403,0,0.3403,0.3403,0,21.8,0,12.5,16.2
Beira Interior,Castelo Branco,Fundão,agriculture,2014-07-30,11:07:00,0,0.02,0.078,0.02,0.098,0,35.1,0,20.3,27.5
Entre Douro e Minho,Viana do Castelo,Ponte da Barca,firepit,2014-05-11,15:00:00,0,0.005,0,0.005,0.005,1,21.3,0,10.3,14.8
Entre Douro e Minho,Braga,Cabeceiras de Basto,fire,2014-05-09,14:07:00,1.3,0.3,0,1.6,1.6,1,29.2,0,12.7,19.6
Beira Litoral,Coimbra,Oliveira do Hospital,agriculture,2014-05-09,15:52:00,0,0,0.03,0,0.03,0,24.6,0,13.6,17.2
Beira Litoral,Viseu,Viseu,firepit,2014-07-27,16:31:00,0,0.06,0,0.06,0.06,0,28.8,0,17.4,20.8
Ribatejo e Oeste,Setubal,Montijo,fire,2014-07-01,16:54:00,0,1.4458,0,1.4458,1.4458,0,23.4,0,17.5,18.3
Tras-dos-Montes,Bragança,Torre de Moncorvo,firepit,2014-08-08,17:01:00,0,0.11,0,0.11,0.11,1,28.5,0,16.4,21.7
Algarve,Faro,Portimão,firepit,2014-08-08,14:47:00,0,0.0366,0,0.0366,0.0366,0,31.9,0,20.5,25.2
Algarve,Faro,Loulé,agriculture,2014-05-15,12:06:00,0,0,0.053,0,0.053,0,25,0,15.8,20.8
Beira Interior,Castelo Branco,Sertá,fire,2014-08-31,14:00:00,15.06,0,0,15.06,15.06,1,34.3,0,13.2,26.4
Beira Litoral,Viseu,Carregal do Sal,firepit,2014-08-24,15:05:00,0.05,0,0,0.05,0.05,1,27.4,0,12.5,17.7
Entre Douro e Minho,Viana do Castelo,Valença,firepit,2014-08-23,13:07:00,0,0.001,0,0.001,0.001,0,24.8,0,11.9,17.8
Beira Litoral,Viseu,Viseu,firepit,2014-08-23,15:06:00,0,0.002,0,0.002,0.002,0,27.6,0,12.6,18.1
Beira Litoral,Leiria,Pombal,firepit,2014-07-30,22:40:00,0.1,0.01,0,0.11,0.11,1,34.9,0,20.3,25.8
Tras-dos-Montes,Bragança,Vimioso,firepit,2014-05-07,21:35:00,0,0.02,0,0.02,0.02,0,26.2,0,14.2,18.9
Ribatejo e Oeste,Santarém,Santarém,agriculture,2014-05-08,13:01:00,0,0,0.1359,0,0.1359,0,23.6,0,14.1,15.8
Tras-dos-Montes,Bragança,Macedo de Cavaleiros,firepit,2014-08-31,23:33:00,0,0.0013,0,0.0013,0.0013,0,32.5,0,13.9,24.4
Ribatejo e Oeste,Santarém,Tomar,agriculture,2014-07-14,17:50:00,0,0,1.95,0,1.95,1,29.2,0,18,21.1
Alentejo,Portalegre,Arronches,agriculture,2014-07-22,14:27:00,0,0,1.1406,0,1.1406,0,37.4,0,18.4,29.3
Tras-dos-Montes,Bragança,Vinhais,firepit,2014-07-23,14:08:00,0,0.6,0.43,0.6,1.03,0,33.3,0,17.4,24.8
Entre Douro e Minho,Braga,Celorico de Basto,firepit,2014-09-01,12:00:00,0,0.05,0,0.05,0.05,0,39.4,0,15.2,28.7
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,firepit,2014-09-01,16:47:00,0.053,0,0,0.053,0.053,0,32.6,0,18.2,24.5
Entre Douro e Minho,Viana do Castelo,Ponte de Lima,firepit,2014-09-02,00:06:00,0,0.002,0,0.002,0.002,1,31.1,0,18,23.2
Beira Interior,Guarda,Sabugal,fire,2014-06-01,11:37:00,0.1,2.9,0,3,3,0,26.4,0,12.2,19.3
Tras-dos-Montes,Bragança,Macedo de Cavaleiros,firepit,2014-06-18,14:11:00,0,0.01,0,0.01,0.01,0,29.3,0,12,21.1
Alentejo,Évora,Arraiolos,agriculture,2014-06-03,18:06:00,0,0,0.0296,0,0.0296,0,27.9,0,12.4,19.1
Tras-dos-Montes,Vila Real,Boticas,firepit,2014-05-31,16:04:00,0,0.5,0,0.5,0.5,0,24.6,0,7,14.9
Beira Interior,Castelo Branco,Castelo Branco,firepit,2014-08-08,19:54:00,0,0.007,0,0.007,0.007,1,31.8,0,16.8,23.2
Ribatejo e Oeste,Santarém,Abrantes,fire,2014-08-09,12:47:00,0,9.0984,0,9.0984,9.0984,0,30.8,0,16.7,23.3
Beira Litoral,Aveiro,Vagos,firepit,2014-08-09,14:24:00,0.1987,0,0,0.1987,0.1987,1,26.6,7,18.2,21.7
Beira Litoral,Coimbra,Coimbra,agriculture,2014-08-09,15:00:00,0,0,0.0015,0,0.0015,1,26.6,0,18.2,21.7
Ribatejo e Oeste,Lisboa,Mafra,firepit,2014-07-30,13:25:00,0,0.25,0,0.25,0.25,0,27.6,0,19.5,20.8
Alentejo,Beja,Moura,fire,2014-06-11,17:25:00,4.5,0,0,4.5,4.5,0,33.7,0,14.8,23.8
Alentejo,Beja,Moura,agriculture,2014-06-11,16:33:00,0,0,9.4,0,9.4,0,33.7,0,14.8,23.8
Beira Litoral,Leiria,Pombal,agriculture,2014-09-10,14:38:00,0,0,1e-04,0,1e-04,0,24.5,27.8,16.7,20.4
Beira Litoral,Viseu,Carregal do Sal,firepit,2014-09-05,15:43:00,0,0.001,0,0.001,0.001,0,28,0,15.2,20.4
Ribatejo e Oeste,Santarém,Almeirim,agriculture,2014-02-16,18:46:00,0,0,0.0742,0,0.0742,0,14.1,0,6.9,7
Beira Litoral,Coimbra,Penela,agriculture,2014-03-09,13:41:00,0,0,0.002,0,0.002,0,19.3,0,14.1,17
Beira Litoral,Coimbra,Penacova,firepit,2014-03-08,14:09:00,0.55,0,0,0.55,0.55,0,23.2,0,11.9,17.5
Entre Douro e Minho,Porto,Amarante,firepit,2014-06-22,14:33:00,0,0.6294,0,0.6294,0.6294,0,24.1,3.6,14.9,17.9
Beira Interior,Guarda,Celorico da Beira,firepit,2014-06-23,15:14:00,0,0.5,0,0.5,0.5,0,22.7,8.6,13.7,17
Tras-dos-Montes,Bragança,Macedo de Cavaleiros,firepit,2014-08-20,08:20:00,0,0.001,0,0.001,0.001,0,28.2,0,11,20
Ribatejo e Oeste,Santarém,Tomar,agriculture,2014-07-02,15:44:00,0,0,0.327,0,0.327,0,21.3,3.8,14.5,17.1
Beira Interior,Guarda,Mêda,firepit,2014-07-28,11:12:00,0,0.1,0,0.1,0.1,0,31.4,0.3,18,23.6
Ribatejo e Oeste,Setubal,Seixal,firepit,2014-07-28,14:20:00,0,0.001,0,0.001,0.001,0,27,0,17.1,20.3
Entre Douro e Minho,Braga,Barcelos,firepit,2014-06-27,14:00:00,0,0.72,0,0.72,0.72,0,21.8,9,14.2,17
Algarve,Faro,Portimão,firepit,2014-06-24,15:36:00,0,0.17,0,0.17,0.17,0,23.9,3,15.8,20
Alentejo,Évora,Arraiolos,agriculture,2014-06-29,19:54:00,0,0,0.001,0,0.001,0,27.3,0,12.8,19.6
Alentejo,Beja,Beja,agriculture,2014-06-20,19:19:00,0,0,0.137,0,0.137,1,27.3,0,15,20.6
Beira Interior,Guarda,Vila Nova de Foz Coa,agriculture,2014-06-23,20:55:00,0,0,0.01,0,0.01,0,26.1,5.8,11.2,18.1
Alentejo,Beja,Vidigueira,fire,2014-06-12,00:46:00,2.6,0,0,2.6,2.6,1,36.4,0,19.6,26.5
Alentejo,Beja,Mértola,agriculture,2014-06-13,04:35:00,0,0,0.1,0,0.1,1,35.6,0,19.4,28.3
Beira Litoral,Leiria,Peniche,agriculture,2014-07-31,21:34:00,0,0,0.01,0,0.01,0,22.8,0,18.1,18.8
Tras-dos-Montes,Bragança,Mirandela,firepit,2014-08-01,03:22:00,0,0.4,0.12,0.4,0.52,1,27.1,5.4,18.1,20.4
Ribatejo e Oeste,Santarém,Almeirim,agriculture,2014-08-28,15:49:00,0,0,1.0815,0,1.0815,0,29.9,0,20.5,22.4
Ribatejo e Oeste,Santarém,Tomar,agriculture,2014-08-29,11:24:00,0,0,0.0061,0,0.0061,0,27.8,0,15.1,19.5
Beira Litoral,Viseu,Castro Daire,firepit,2014-08-09,05:53:00,0.1,0,0,0.1,0.1,1,26.6,0,18.2,21.7
Beira Litoral,Viseu,Cinfães,agric_burn,2014-03-10,13:05:00,0,0.015,0,0.015,0.015,0,23,0,11.6,15.4
Beira Litoral,Viseu,Viseu,firepit,2014-07-11,23:05:00,0.01,0,0,0.01,0.01,1,32.2,0,17.5,23.2
Beira Litoral,Viseu,São João da Pesqueira,fire,2014-08-22,06:15:00,0.69,2,0,2.69,2.69,1,27.1,0,13.3,20.5
Algarve,Faro,Albufeira,agriculture,2014-08-22,16:58:00,0,0,0.5704,0,0.5704,0,31.1,0,17,22.1
Algarve,Faro,Faro,firepit,2014-07-30,21:11:00,0,0.001,0,0.001,0.001,0,23.1,0,17.7,19.9
Tras-dos-Montes,Bragança,Mogadouro,firepit,2014-09-01,16:16:00,0,0.66,0.2,0.66,0.86,0,34.2,0,16.7,25.6
Beira Litoral,Viseu,Mangualde,firepit,2014-09-01,16:17:00,0,0.2,0,0.2,0.2,1,35.3,0,17.4,24.5
Algarve,Faro,Vila do Bispo,fire,2014-09-01,16:43:00,0,2,0,2,2,0,29.5,0,18.6,24.2
Ribatejo e Oeste,Setubal,Almada,firepit,2014-09-01,20:38:00,0,5e-04,0,5e-04,5e-04,0,31.6,0,18.6,23
Tras-dos-Montes,Bragança,Freixo de Espada Ã  Cinta,fire,2014-09-01,23:20:00,0,17.55,0,17.55,17.55,0,34.2,0,16.7,25.6
Alentejo,Beja,Almodôvar,agriculture,2014-08-31,19:14:00,0,0,5e-04,0,5e-04,0,27.1,0,13.2,24.2
Entre Douro e Minho,Braga,Pôvoa de Lanhoso,firepit,2014-06-17,20:50:00,0.14,0,0,0.14,0.14,0,30.6,0,16.9,22.6
Beira Litoral,Viseu,Mangualde,firepit,2014-06-18,11:44:00,0,0.42,0,0.42,0.42,0,25.8,0,15,18.7
Beira Interior,Castelo Branco,Fundão,agriculture,2014-09-04,02:03:00,0,0,0.01,0,0.01,1,30.2,0,15.6,21.9
Alentejo,Beja,Barrancos,fire,2014-06-08,11:00:00,6.4,0,0,6.4,6.4,0,27.5,0,15,18.1
Beira Interior,Castelo Branco,Idanha-a-Nova,fire,2014-06-29,12:23:00,0,5.177,2.875,5.177,8.052,1,27.5,0,11.5,18.7
Ribatejo e Oeste,Lisboa,Odivelas,agric_burn,2014-07-02,12:36:00,0,0,0.001,0,0.001,0,23.4,0.2,16.7,18.1
Beira Interior,Castelo Branco,Fundão,firepit,2014-08-09,19:08:00,0.005,0,0,0.005,0.005,0,30.8,0,16.7,23.3
Beira Litoral,Aveiro,Oliveira de Azeméis,firepit,2014-07-14,22:08:00,0,0.005,0,0.005,0.005,1,29.2,0,18,21.1
Beira Interior,Guarda,Seia,firepit,2014-07-15,11:58:00,0.05,0,0,0.05,0.05,1,26.4,0,14.9,19.4
Beira Litoral,Aveiro,Anadia,firepit,2014-08-24,12:17:00,0.015,0.035,0,0.05,0.05,1,27.4,0,12.5,17.7
Alentejo,Évora,Montemor-o-Novo,fire,2014-08-24,17:22:00,46.43,0,0,46.43,46.43,0,33.8,0,16.4,23.4
Entre Douro e Minho,Viana do Castelo,Caminha,firepit,2014-08-25,03:55:00,0,0.6,0,0.6,0.6,1,25.8,2.3,13.3,18.3
Beira Litoral,Leiria,Pombal,firepit,2014-08-20,19:53:00,0,0.002,0,0.002,0.002,1,26.5,0,16,19.1
Beira Litoral,Viseu,Cinfães,fire,2014-09-02,08:08:00,1,0,0,1,1,0,30.3,0,16.5,21.1
Entre Douro e Minho,Porto,Amarante,firepit,2014-08-25,14:32:00,0,0.05,0,0.05,0.05,1,25.8,2.3,13.3,18.3
Beira Litoral,Leiria,Marinha Grande,agriculture,2014-08-25,14:51:00,0,0,0.005,0,0.005,0,29.4,0,11.5,19.7
Ribatejo e Oeste,Santarém,Ourém,agriculture,2014-08-26,16:15:00,0,0,0.0392,0,0.0392,0,27.6,0,18.3,22
Alentejo,Portalegre,Campo Maior,agriculture,2014-08-31,20:18:00,0,0,5e-04,0,5e-04,0,35,0,18,27.9
