"id","region","district","municipality","parish","lat","lon","origin","alert_date","alert_hour","extinction_date","extinction_hour","firstInterv_date","firstInterv_hour","alert_source","village_area","vegetation_area","farming_area","village_veget_area","total_area","intentional_cause"
2895,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Sabadim","41:54:22.9787999999934''","8:28:1.16760000000056''","fire",2015-04-06 01:00:00,16:32:00,2015-04-06 01:00:00,20:45:00,2015-04-06 01:00:00,17:16:00,NA,1,4,0,5,5,0
2896,"Entre Douro e Minho","Porto","Penafiel","Fonte Arcada","41:9:20.0988000000001''","8:22:41.5631999999984''","firepit",2015-04-06 01:00:00,18:17:00,2015-04-06 01:00:00,20:05:00,2015-04-06 01:00:00,18:25:00,NA,0,0.07,0,0.07,0.07,0
2897,"-","Vila Real","Montalegre","União das freguesias de Paradela, Contim e Fiães","41:47:18","07:53:49","fire",2015-04-06 01:00:00,13:00:00,2015-04-07 01:00:00,00:45:00,2015-04-06 01:00:00,13:20:00,NA,3,39,0,42,42,0
2898,"Beira Litoral","Coimbra","Góis","Cadafaz","40:9:0.18359999999177''","8:2:8.87999999991962E-02''","fire",2015-02-17 00:00:00,18:05:00,2015-02-17 00:00:00,20:05:00,2015-02-17 00:00:00,18:25:00,NA,0,1,0,1,1,0
2899,"-","Braga","Braga","Escudeiros","41:33:42","08:24:06","firepit",2015-02-19 00:00:00,19:12:00,2015-02-19 00:00:00,20:00:00,2015-02-19 00:00:00,19:25:00,NA,0,0.03,0,0.03,0.03,0
2900,"Trás-os-Montes","Viseu","Penedono","Beselga","40:56:31.8660000000074''","7:25:27.0731999999995''","firepit",2015-01-04 00:00:00,17:34:00,2015-01-04 00:00:00,19:00:00,NA,NA,NA,0,0.2436,0,0.2436,0.2436,0
2901,"Alentejo","Portalegre","Marvão","São Salvador da Aramenha","39:23:2.38199999999551''","7:23:3.88680000000122''","agriculture",2015-03-05 00:00:00,09:50:00,2015-03-05 00:00:00,09:50:00,2015-03-05 00:00:00,09:50:00,NA,0,0,2e-04,0,2e-04,0
2902,"Trás-os-Montes","Bragança","Vinhais","Vinhais","41:49:55.1064000000088''","7:0:1.33200000000073''","firepit",2015-03-05 00:00:00,13:10:00,2015-03-05 00:00:00,15:25:00,2015-03-05 00:00:00,13:50:00,NA,0.38,0,0,0.38,0.38,0
2903,"-","Viseu","Castro Daire","União das freguesias de Mezio e Moura Morta","40:59:01","07:53:21","fire",2015-03-08 00:00:00,15:25:00,2015-03-08 00:00:00,17:22:00,NA,NA,NA,0,2,0,2,2,0
2904,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Soajo","41:54:5.16599999999755''","8:13:20.3736000000025''","fire",2015-04-06 01:00:00,14:37:00,2015-04-06 01:00:00,18:00:00,2015-04-06 01:00:00,14:50:00,NA,10,43,0,53,53,0
2905,"Beira Interior","Guarda","Mêda","Pai Penela","40:53:44.8899999999878","7:18:16.2899999999998","fire",2015-01-25 00:00:00,16:44:00,2015-01-25 00:00:00,18:55:00,2015-01-25 00:00:00,16:55:00,NA,0.2,2,0,2.2,2.2,0
2906,"Ribatejo e Oeste","Santarém","Alcanena","Alcanena","39:28:13.3499999999896''","8:39:44.6472000000006''","agriculture",2015-01-28 00:00:00,15:12:00,2015-01-28 00:00:00,16:05:00,2015-01-28 00:00:00,15:18:00,NA,0,0,0.0664,0,0.0664,0
2907,"Entre Douro e Minho","Porto","Paredes","Lordelo","41:14:30.2712000000076''","8:24:13.067999999999''","firepit",2015-02-08 00:00:00,13:20:00,2015-02-08 00:00:00,14:15:00,2015-02-08 00:00:00,13:28:00,NA,0,0.01,0,0.01,0.01,0
2908,"Algarve","Faro","Tavira","Tavira (Santa Maria)","37:16:28.2000000000119","7:36:46.2999999999997","agriculture",2015-02-05 00:00:00,12:46:00,2015-02-05 00:00:00,14:25:00,2015-02-05 00:00:00,13:18:00,NA,0,0,0.0629,0,0.0629,0
2909,"Beira Litoral","Coimbra","Lousã","Lousã","40:8:8.46600000000819''","8:17:12.7644000000028''","firepit",2015-02-09 00:00:00,11:16:00,2015-02-09 00:00:00,12:28:00,2015-02-09 00:00:00,11:28:00,NA,0,0.7,0,0.7,0.7,0
2910,"Entre Douro e Minho","Braga","Terras de Bouro","Gondoriz","41:44:28.1399999999911''","8:17:56.5259999999998''","firepit",2015-02-10 00:00:00,18:40:00,2015-02-10 00:00:00,19:35:00,2015-02-10 00:00:00,18:50:00,NA,0.01,0.19,0,0.2,0.2,0
2911,"Beira Litoral","Aveiro","Águeda","Trofa","40:36:35.0819999999879''","8:28:54.1092000000017''","agriculture",2015-03-21 00:00:00,23:14:00,2015-03-21 00:00:00,23:40:00,2015-03-21 00:00:00,23:20:00,NA,0,0,0.04,0,0.04,0
2912,"Entre Douro e Minho","Porto","Póvoa de Varzim","Estela","41:26:17.988000000002''","8:44:31.7867999999989''","firepit",2015-05-20 01:00:00,20:06:00,2015-05-20 01:00:00,23:05:00,2015-05-20 01:00:00,20:11:00,NA,0.2,0,0,0.2,0.2,0
2913,"Alentejo","Évora","Reguengos de Monsaraz","Campo","1900-01-01 14:19:38","07:30:27","agriculture",2015-05-20 01:00:00,21:14:00,2015-05-21 01:00:00,00:19:00,2015-05-20 01:00:00,21:44:00,NA,0,0,0.05,0,0.05,0
2914,"Entre Douro e Minho","Viana do Castelo","Paredes de Coura","Coura","41:52:37.9379999999873''","8:39:9.6155999999992''","fire",2015-05-21 01:00:00,16:04:00,2015-05-21 01:00:00,20:10:00,2015-05-21 01:00:00,16:35:00,NA,2,0,0,2,2,1
2915,"Beira Interior","Guarda","Guarda","Famalicão","40:27:2.43999999999744","7:22:23.9899999999998","fire",2015-02-27 00:00:00,13:00:00,2015-02-27 00:00:00,15:41:00,2015-02-27 00:00:00,13:10:00,NA,1.8,1,0.2,2.8,3,0
2916,"Entre Douro e Minho","Braga","Fafe","Revelhe","41:29:29.7491999999954''","8:9:30.582000000001''","firepit",2015-04-03 01:00:00,12:13:00,2015-04-03 01:00:00,17:35:00,2015-04-03 01:00:00,12:25:00,NA,0.4,0.1,0,0.5,0.5,1
2917,"Trás-os-Montes","Vila Real","Murça","Candedo","41:21:15.8291999999955''","7:23:18.8628000000002''","fire",2015-02-26 00:00:00,16:10:00,2015-02-26 00:00:00,21:20:00,2015-02-26 00:00:00,16:27:00,NA,0.5,4.5,0,5,5,0
2918,"Algarve","Faro","Portimão","Mexilhoeira Grande","37:13:27.9899997600023","8:39:7.54999992014746","agric_burn",2015-02-27 00:00:00,18:48:00,2015-02-27 00:00:00,21:15:00,2015-02-27 00:00:00,19:10:00,NA,0,0,0.05,0,0.05,0
2919,"Beira Interior","Guarda","Sabugal","Souto","40:21:20.0599999200102","6:55:7.81999967998672","agric_burn",2015-03-02 00:00:00,15:22:00,2015-03-02 00:00:00,16:01:00,2015-03-02 00:00:00,15:30:00,NA,0,0.3,0,0.3,0.3,0
2920,"-","Bragança","Vimioso","União das freguesias de Algoso, Campo de Víboras e Uva","41:27:51","06:34:39","fire",2015-03-04 00:00:00,14:01:00,2015-03-04 00:00:00,16:55:00,2015-03-04 00:00:00,14:16:00,NA,0,3.18,0.01,3.18,3.19,0
2921,"Beira Litoral","Leiria","Castanheira de Pêra","Castanheira de Pêra","40:0:5.32440000001202''","8:11:21.5627999999997''","firepit",2015-03-05 00:00:00,14:40:00,2015-03-05 00:00:00,16:30:00,2015-03-05 00:00:00,14:48:00,NA,0.025,0.095,0,0.12,0.12,0
2922,"-","Viseu","Viseu","União das freguesias de Couto de Baixo e Couto de Cima","40:42:19","07:55:30","firepit",2015-04-05 01:00:00,15:19:00,2015-04-05 01:00:00,18:18:00,2015-04-05 01:00:00,15:35:00,NA,0.02,0.015,0,0.035,0.035,0
2923,"Entre Douro e Minho","Viana do Castelo","Monção","Riba de Mouro","41:59:54.8951999999963''","8:17:54.6035999999997''","fire",2015-04-05 01:00:00,15:32:00,2015-04-05 01:00:00,18:46:00,2015-04-05 01:00:00,16:10:00,NA,0,2,0,2,2,0
2924,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Areosa","41:42:52.5167999999968''","8:51:40.7628000000018''","firepit",2015-04-05 01:00:00,17:13:00,2015-04-05 01:00:00,18:40:00,2015-04-05 01:00:00,17:18:00,NA,0,0.04,0,0.04,0.04,0
2925,"-","Bragança","Mogadouro","União das freguesias de Mogadouro, Valverde, Vale de Porco e Vilar de Rei","41:25:24","06:36:59","firepit",2015-04-05 01:00:00,17:48:00,2015-04-05 01:00:00,18:35:00,2015-04-05 01:00:00,18:00:00,NA,0,0.441,0,0.441,0.441,0
2926,"Entre Douro e Minho","Porto","Penafiel","Recezinhos (São Mamede)","41:14:12.9839999999894''","8:13:6.94920000000295''","firepit",2015-04-05 01:00:00,21:30:00,2015-04-05 01:00:00,23:00:00,2015-04-05 01:00:00,21:59:00,NA,0,0.08,0,0.08,0.08,0
2927,"Beira Litoral","Aveiro","Mealhada","Casal Comba","40:19:42.9999999999899","8:28:33.6000000000031","firepit",2015-03-12 00:00:00,15:18:00,2015-03-12 00:00:00,18:00:00,2015-03-12 00:00:00,15:30:00,NA,0.155,0.105,0,0.26,0.26,1
2928,"-","Guarda","Guarda","Avelãs de Ambom","40:37:5.28999996000039","7:14:34.6999999200821","agric_burn",2015-03-13 00:00:00,15:08:00,2015-03-13 00:00:00,15:52:00,2015-03-13 00:00:00,15:20:00,NA,0,0,0.01,0,0.01,0
2929,"-","Viseu","Tondela","União das freguesias de Vilar de Besteiros e Mosteiro de Fráguas","40:35:00","08:04:06","firepit",2015-03-13 00:00:00,12:29:00,2015-03-13 00:00:00,16:15:00,2015-03-13 00:00:00,12:40:00,NA,0.45,0.2,0,0.65,0.65,0
2930,"Entre Douro e Minho","Viana do Castelo","Valença","São Pedro da Torre","41:59:7.73880000000759''","8:39:45.8784''","fire",2015-03-13 00:00:00,17:04:00,2015-03-13 00:00:00,18:55:00,2015-03-13 00:00:00,17:15:00,NA,0.5,2.104,0,2.604,2.604,0
2931,"Trás-os-Montes","Viseu","Tarouca","Granja Nova","41:1:48.2087999999885''","7:43:5.296799999999''","firepit",2015-03-14 00:00:00,16:50:00,2015-03-14 00:00:00,17:45:00,2015-03-14 00:00:00,17:05:00,NA,0,0.01,0,0.01,0.01,0
2932,"-","Guarda","Sabugal","Lomba","40:25:0.31999999999357","7:9:46.7699999999999","fire",2015-02-21 00:00:00,13:57:00,2015-02-21 00:00:00,16:21:00,2015-02-21 00:00:00,14:25:00,NA,0,2,0,2,2,0
2933,"Trás-os-Montes","Bragança","Vila FLor","Vale Frechoso","41:21:27.9000000000104''","7:7:25.3380000000006''","fire",2015-02-24 00:00:00,15:26:00,2015-02-24 00:00:00,17:20:00,2015-02-24 00:00:00,15:50:00,NA,0,2.3,0,2.3,2.3,1
2934,"Trás-os-Montes","Viseu","Tarouca","Tarouca","41:1:29.5643999999947''","7:47:9.39479999999861''","firepit",2015-04-05 01:00:00,11:12:00,2015-04-05 01:00:00,12:40:00,2015-04-05 01:00:00,11:24:00,NA,0,0.1,0,0.1,0.1,0
2935,"Trás-os-Montes","Vila Real","Chaves","Ervededo","41:48:48","07:30:39","fire",2015-04-05 01:00:00,11:35:00,2015-04-05 01:00:00,15:50:00,2015-04-05 01:00:00,12:00:00,NA,0,4,0,4,4,0
2936,"Beira Litoral","Leiria","Alvaiázere","Alvaiázere","39:51:35.020799999989''","8:25:26.7671999999983''","firepit",2015-04-05 01:00:00,11:35:00,2015-04-05 01:00:00,13:40:00,2015-04-05 01:00:00,11:50:00,NA,0.024,0,0,0.024,0.024,0
2937,"-","Viana Do Castelo","Ponte De Lima","Rendufe","41:38:14","08:34:16","firepit",2015-04-05 01:00:00,13:42:00,2015-04-05 01:00:00,14:12:00,2015-04-05 01:00:00,13:45:00,NA,0,0.01,0,0.01,0.01,1
2938,"Algarve","Faro","Monchique","Monchique","37:18:29.2999996800074","8:34:37.4999998801377","firepit",2015-02-17 00:00:00,14:58:00,2015-02-17 00:00:00,15:46:00,2015-02-17 00:00:00,15:07:00,NA,0,0.001,0,0.001,0.001,0
2939,"-","Viseu","Resende","União das freguesias de Freigil e Miomães","41:04:37","08:00:53","firepit",2015-02-18 00:00:00,17:33:00,2015-02-18 00:00:00,19:10:00,2015-02-18 00:00:00,18:02:00,NA,0.13,0.25,0,0.38,0.38,0
2940,"Beira Interior","Guarda","Celorico da Beira","Maçal do Chão","40:42:9.47999987999879","7:18:23.1399997201333","agric_burn",2015-02-18 00:00:00,19:40:00,2015-02-18 00:00:00,20:30:00,2015-02-18 00:00:00,19:42:00,NA,0,0.1,0,0.1,0.1,0
2941,"Trás-os-Montes","Vila Real","Chaves","Redondelo","41:42:34.9679999999995","7:32:52.4500000000035","fire",2015-02-21 00:00:00,16:24:00,2015-02-21 00:00:00,17:59:00,2015-02-21 00:00:00,16:50:00,NA,0,2,0,2,2,0
2942,"Entre Douro e Minho","Braga","Póvoa de Lanhoso","Travassos","41:34:47.3268000000053''","8:12:5.22719999999907''","firepit",2015-03-09 00:00:00,11:57:00,2015-03-09 00:00:00,13:00:00,2015-03-09 00:00:00,12:05:00,NA,0.58,0.02,0,0.6,0.6,0
2943,"Trás-os-Montes","Vila Real","Chaves","Mairos","41:49:21.084000000011","7:21:41.7600000000005","fire",2015-03-10 00:00:00,13:35:00,2015-03-10 00:00:00,17:55:00,2015-03-10 00:00:00,14:12:00,NA,0,3.2,0,3.2,3.2,0
2944,"Trás-os-Montes","Vila Real","Boticas","Vilar","41:39:38.1131999999985''","7:43:46.4267999999991''","fire",2015-03-10 00:00:00,14:30:00,2015-03-10 00:00:00,18:45:00,2015-03-10 00:00:00,14:47:00,NA,4.5,0,0,4.5,4.5,0
2945,"-","Viseu","Viseu","União das freguesias de Viseu","40:39:00","07:53:26","firepit",2015-03-10 00:00:00,20:46:00,2015-03-10 00:00:00,21:57:00,2015-03-10 00:00:00,20:58:00,NA,0,0.001,0,0.001,0.001,0
2946,"-","Vila Real","Montalegre","Padornelos","41:52:33","07:43:32","fire",2015-03-10 00:00:00,18:30:00,2015-03-11 00:00:00,00:40:00,2015-03-10 00:00:00,19:30:00,NA,0,8,0,8,8,0
2947,"Ribatejo e Oeste","Santarém","Coruche","Couço","38:59:20.5007999999913''","8:24:43.9020000000019''","agriculture",2015-03-11 00:00:00,11:55:00,2015-03-11 00:00:00,13:15:00,2015-03-11 00:00:00,12:21:00,NA,0,0,0.003,0,0.003,0
2948,"-","Santarém","Torres Novas","União das freguesias de Brogueira, Parceiros de Igreja e Alcorochel","39:25:41","08:33:06","agriculture",2015-03-07 00:00:00,13:22:00,2015-03-07 00:00:00,14:32:00,2015-03-07 00:00:00,13:45:00,NA,0,0,0.1769,0,0.1769,0
2949,"Beira Litoral","Viseu","Castro Daire","Mões","40:52:9.84720000000323''","7:54:32.1588000000008''","firepit",2015-03-07 00:00:00,14:52:00,2015-03-07 00:00:00,16:35:00,2015-03-07 00:00:00,15:15:00,NA,0,0.04,0,0.04,0.04,0
2950,"Beira Litoral","Aveiro","Sever do Vouga","Couto de Esteves","40:46:40.198800000004''","8:17:22.1568000000015''","fire",2015-03-07 00:00:00,15:10:00,2015-03-07 00:00:00,19:30:00,2015-03-07 00:00:00,16:33:00,NA,1.15,0,0,1.15,1.15,0
2951,"-","Viseu","Tondela","União das freguesias de São Miguel do Outeiro e Sabugosa","40:35:16","08:01:38","firepit",2015-03-07 00:00:00,19:35:00,2015-03-07 00:00:00,20:45:00,2015-03-07 00:00:00,19:50:00,NA,0,0.005,0,0.005,0.005,0
2952,"Ribatejo e Oeste","Lisboa","Mafra","Venda do Pinheiro","38:55:31.4975999999945''","9:13:42.8699999999975''","agric_burn",2015-03-08 00:00:00,15:07:00,2015-03-08 00:00:00,18:41:00,2015-03-08 00:00:00,15:20:00,NA,0,0.2,0,0.2,0.2,0
2953,"-","Castelo Branco","Covilhã","União das freguesias de Teixoso e Sarzedo","40:20:44","07:26:52","fire",2015-03-08 00:00:00,13:41:00,2015-03-08 00:00:00,16:00:00,2015-03-08 00:00:00,14:07:00,NA,41.722,0,0,41.722,41.722,1
2954,"Trás-os-Montes","Vila Real","Peso da Régua","Sedielos","41:12:14.7420000000085''","7:52:4.93680000000111''","fire",2015-03-08 00:00:00,13:50:00,2015-03-08 00:00:00,16:30:00,2015-03-08 00:00:00,14:30:00,NA,0,2,0,2,2,0
2955,"-","Viana do Castelo","Melgaço","União das freguesias de Castro Laboreiro e Lamas de Mouro","42:06:20","08:17:21","agric_burn",2015-03-08 00:00:00,14:56:00,2015-03-08 00:00:00,15:46:00,2015-03-08 00:00:00,14:59:00,NA,0,0.849,0,0.849,0.849,0
2956,"Entre Douro e Minho","Viseu","Cinfães","São Cristovão de Nogueira","41:3:15.1631999999989''","8:8:20.6844000000022''","fire",2015-03-08 00:00:00,16:18:00,2015-03-08 00:00:00,18:57:00,2015-03-08 00:00:00,16:47:00,NA,0,1.25,0,1.25,1.25,0
2957,"Beira Litoral","Coimbra","Lousã","Serpins","40:9:52.340399999992''","8:11:28.0896000000007''","firepit",2015-03-08 00:00:00,17:26:00,2015-03-08 00:00:00,19:51:00,2015-03-08 00:00:00,17:35:00,NA,0.1,0.2,0,0.3,0.3,0
2958,"Alentejo","Beja","Mértola","São Sebastião dos Carros","37:31:23.099999999996","7:43:59.6000000000038","agriculture",2015-02-01 00:00:00,16:22:00,2015-02-01 00:00:00,19:30:00,2015-02-01 00:00:00,17:04:00,NA,0,0,1.8,0,1.8,1
2959,"Beira Litoral","Coimbra","Montemor-o-Velho","Tentúgal","40:13:29.4887999999912''","8:35:3.38999999999956''","agriculture",2015-02-08 00:00:00,15:26:00,2015-02-08 00:00:00,16:40:00,2015-02-08 00:00:00,16:05:00,NA,0,0,0.002,0,0.002,0
2960,"-","Braga","Celorico de Basto","União das freguesias de Britelo, Gémeos e Ourilhe","41:23:42","08:01:40","firepit",2015-02-08 00:00:00,16:07:00,2015-02-08 00:00:00,17:45:00,2015-02-08 00:00:00,16:20:00,NA,0,0.01,0,0.01,0.01,1
2961,"Entre Douro e Minho","Braga","Esposende","Gemeses","41:31:4.27439999999933''","8:43:36.4871999999974''","firepit",2015-02-09 00:00:00,14:39:00,2015-02-09 00:00:00,16:30:00,2015-02-09 00:00:00,14:50:00,NA,0,0.3,0,0.3,0.3,0
2962,"Trás-os-Montes","Vila Real","Montalegre","Chã","41:46:42.4000000000058","7:48:43.6499999999999","firepit",2015-01-02 00:00:00,15:15:00,2015-01-02 00:00:00,16:10:00,2015-01-02 00:00:00,15:25:00,NA,0,0.05,0,0.05,0.05,0
2963,"Alentejo","Évora","Estremoz","Évora Monte (Santa Maria)","38:46:15.0000000000085","7:43:8.00000000000168","agric_burn",2015-01-02 00:00:00,13:29:00,2015-01-02 00:00:00,14:08:00,NA,NA,NA,0,0,1e-04,0,1e-04,0
2964,"Beira Interior","Guarda","Sabugal","Fóios","40:16:56","06:53:08","agric_burn",2015-01-06 00:00:00,15:05:00,2015-01-06 00:00:00,16:22:00,2015-01-06 00:00:00,15:20:00,NA,0,0.01,0,0.01,0.01,0
2965,"Entre Douro e Minho","Porto","Paredes","Lordelo","41:14:54.0131999999977''","8:24:12.7799999999971''","firepit",2015-04-03 01:00:00,18:25:00,2015-04-03 01:00:00,20:10:00,2015-04-03 01:00:00,18:30:00,NA,0,0.3,0,0.3,0.3,0
2966,"Entre Douro e Minho","Braga","Terras De Bouro","Chorense","41:41:46","08:16:00","fire",2015-02-10 00:00:00,21:12:00,2015-02-10 00:00:00,23:17:00,2015-02-10 00:00:00,21:25:00,NA,0.5,1.2,0,1.7,1.7,0
2967,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Areosa","41:43:22.4616000000066''","8:50:27.8051999999974''","agriculture",2015-02-11 00:00:00,00:39:00,2015-02-11 00:00:00,01:30:00,2015-02-11 00:00:00,00:45:00,NA,0,0,0.1,0,0.1,0
2968,"-","Coimbra","Oliveira do Hospital","União das freguesias de Ervedal e Vila Franca da Beira","40:25:19","07:55:24","firepit",2015-02-12 00:00:00,14:08:00,2015-02-12 00:00:00,15:40:00,2015-02-12 00:00:00,14:20:00,NA,0,0.02,0,0.02,0.02,0
2969,"Beira Litoral","Aveiro","Sever do Vouga","Sever do Vouga","40:44:11.943600000007''","8:24:0.255600000001834''","firepit",2015-02-12 00:00:00,15:27:00,2015-02-12 00:00:00,18:05:00,2015-02-12 00:00:00,15:45:00,NA,0.06,0,0,0.06,0.06,0
2970,"Ribatejo e Oeste","Leiria","Peniche","Peniche (Ajuda)","39:21:25.7975999999979''","9:22:36.5987999999983''","agriculture",2015-04-13 01:00:00,15:04:00,2015-04-13 01:00:00,15:45:00,2015-04-13 01:00:00,15:15:00,NA,0,0,0.015,0,0.015,0
2971,"Beira Litoral","Coimbra","Arganil","Pombeiro da Beira","40:14:1.84559999999919''","8:7:8.45399999999714''","fire",2015-04-13 01:00:00,17:14:00,2015-04-13 01:00:00,18:41:00,2015-04-13 01:00:00,17:40:00,NA,1.02,0,0,1.02,1.02,1
2972,"-","Guarda","Sabugal","Ruvina","40:25:1.80000000000007","7:2:4.75999999999878","agric_burn",2015-02-17 00:00:00,13:43:00,2015-02-17 00:00:00,16:05:00,2015-02-17 00:00:00,14:00:00,NA,0,0.5,0,0.5,0.5,0
2973,"Trás-os-Montes","Bragança","Vinhais","Vale das Fontes","41:43:14.8871999999966''","7:8:56.1443999999995''","fire",2015-02-17 00:00:00,16:20:00,2015-02-17 00:00:00,18:50:00,2015-02-17 00:00:00,17:00:00,NA,0,1.68,0,1.68,1.68,0
2974,"Beira Interior","Guarda","Sabugal","Rapoula do Côa","40:26:0.190000000002897","7:3:45.1499999999986","fire",2015-02-17 00:00:00,14:59:00,2015-02-17 00:00:00,22:02:00,2015-02-17 00:00:00,15:20:00,NA,10,100,16,110,126,0
2975,"Beira Interior","Guarda","Celorico da Beira","Carrapichana","40:34:3.75000000000853","7:28:23.0500000000004","firepit",2015-02-18 00:00:00,11:29:00,2015-02-18 00:00:00,12:30:00,2015-02-18 00:00:00,11:40:00,NA,0,0.5,0,0.5,0.5,0
2976,"Algarve","Faro","Loulé","Quarteira","37:5:46.2999999999937","8:5:21.2000000000003","agriculture",2015-02-18 00:00:00,15:01:00,2015-02-18 00:00:00,16:05:00,2015-02-18 00:00:00,15:15:00,NA,0,0,1e-04,0,1e-04,0
2977,"-","Santarém","Santarém","União das freguesias de Casével e Vaqueiros","39:24:38","08:36:53","agriculture",2015-02-18 00:00:00,18:02:00,2015-02-18 00:00:00,20:40:00,2015-02-18 00:00:00,18:20:00,NA,0,0,3.0606,0,3.0606,0
2978,"-","Guarda","Guarda","Faia","40:34:8.46999999999468","7:17:23.5699999999997","fire",2015-02-19 00:00:00,16:13:00,2015-02-19 00:00:00,17:00:00,2015-02-19 00:00:00,16:15:00,NA,0,2.5,0,2.5,2.5,0
2979,"Ribatejo e Oeste","Leiria","Óbidos","Gaeiras","39:22:17.1479999999877''","9:7:17.3567999999977''","agriculture",2015-03-12 00:00:00,11:50:00,2015-03-12 00:00:00,12:35:00,2015-03-12 00:00:00,12:05:00,NA,0,0,0.001,0,0.001,0
2980,"Beira Litoral","Viseu","Vila Nova de Paiva","Vila Cova à Coelheira","40:52:54.5231999999874''","7:49:24.4848000000003''","firepit",2015-03-12 00:00:00,18:52:00,2015-03-12 00:00:00,20:25:00,2015-03-12 00:00:00,19:10:00,NA,0,0.4,0,0.4,0.4,1
2981,"Beira Litoral","Coimbra","Penela","Penela (Santa Eufémia)","39:59:45.0636000000065''","8:22:2.29440000000267''","agriculture",2015-03-13 00:00:00,12:25:00,2015-03-13 00:00:00,13:15:00,2015-03-13 00:00:00,12:32:00,NA,0,0,0.005,0,0.005,0
2982,"Ribatejo e Oeste","Santarém","Salvaterra de Magos","Foros de Salvaterra","39:0:36.0719999999901''","8:42:25.0668''","agriculture",2015-03-13 00:00:00,13:07:00,2015-03-13 00:00:00,16:58:00,2015-03-13 00:00:00,13:08:00,NA,0,0,0.287,0,0.287,0
2983,"Trás-os-Montes","Bragança","Mirandela","São Pedro Velho","41:42:17.1756000000033''","7:10:10.5492000000016''","fire",2015-03-13 00:00:00,14:15:00,2015-03-13 00:00:00,18:10:00,2015-03-13 00:00:00,15:00:00,NA,0.58,0.64,0,1.22,1.22,0
2984,"Ribatejo e Oeste","Santarém","Benavente","Benavente","38:57:14.3099999999993''","8:46:57.2879999999978''","agriculture",2015-03-13 00:00:00,19:33:00,2015-03-13 00:00:00,20:07:00,2015-03-13 00:00:00,19:40:00,NA,0,0,0.001,0,0.001,0
2985,"Trás-os-Montes","Vila Real","Boticas","Beça","41:42:51.6347999999982''","7:44:21.4079999999998''","firepit",2015-04-03 01:00:00,21:40:00,2015-04-03 01:00:00,23:55:00,2015-04-03 01:00:00,22:00:00,NA,0,0.5,0,0.5,0.5,0
2986,"-","Viana Do Castelo","Ponte De Lima","Queijada","41:41:25","08:34:44","firepit",2015-04-04 01:00:00,00:37:00,2015-04-04 01:00:00,03:05:00,2015-04-04 01:00:00,00:40:00,NA,0,0.03,0,0.03,0.03,1
2987,"Entre Douro e Minho","Porto","Paredes","Duas Igrejas","41:13:35.7960000000031''","8:22:58.5767999999976''","firepit",2015-04-04 01:00:00,00:55:00,2015-04-04 01:00:00,03:27:00,2015-04-04 01:00:00,01:00:00,NA,0.08,0,0,0.08,0.08,0
2988,"-","Braga","Celorico de Basto","União das freguesias de Caçarilhe e Infesta","41:25:48","08:02:54","fire",2015-04-04 01:00:00,06:19:00,2015-04-04 01:00:00,21:20:00,2015-04-04 01:00:00,06:30:00,NA,5,54,0,59,59,1
2989,"Entre Douro e Minho","Vila Real","Ribeira de Pena","Alvadia","41:27:28.5804000000115''","7:46:22.3679999999992''","fire",2015-04-04 01:00:00,12:59:00,2015-04-04 01:00:00,18:40:00,2015-04-04 01:00:00,13:15:00,NA,2,0.1,0,2.1,2.1,0
2990,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Lanheses","41:44:47.2524000000055''","8:41:12.9335999999989''","agriculture",2015-04-04 01:00:00,14:02:00,2015-04-04 01:00:00,15:01:00,2015-04-04 01:00:00,14:07:00,NA,0,0,0.02,0,0.02,0
2991,"Entre Douro e Minho","Viana do Castelo","Ponte de Lima","Vitorino dos Piães","41:40:51.2400000000042''","8:37:1.24680000000012''","fire",2015-03-06 00:00:00,17:02:00,2015-03-06 00:00:00,19:24:00,2015-03-06 00:00:00,17:40:00,NA,1.3,1.2,0,2.5,2.5,0
